Unidade Pai;CodigoOriginal;DescricaoOriginal;SituacaoOriginal;UnOriginal;TipologiaOriginal;Item Fundo;SituacaoFundo;ClonesLista;PrensadoRevisado
Eli II - Compl.;8025439;PINUS 60X120;FP;M2;PORC GL;8025437;FP;[];Nao
Eli II - Compl.;8018641;PORC 11 BR AC 60X120;FP;M2;PORC GL;8017844;FP;[];Nao
Eli II - Compl.;8019211;PORC 11 BR AC 60X120;FP;M2;PORC GL;8017844;FP;[];Nao
Eli II - Compl.;8019179;PORCELANA 60X120;FP;M2;PORC GL;8017844;FP;[];Nao
Eli II - Compl.;8018533;PORCELANA BRANCO AC 60X120;FP;M2;PORC GL;8017844;FP;[];Nao
Eli II - Compl.;8023993;PORCELANA DECOR 60X120;FP;M2;PORC GL;8017972;FP;[];Nao
Eli II - Compl.;8021841;PORCELANA RENDA 60X120;FP;M2;PORC GL;8021823;FP;[];Nao
Eli II - Compl.;8021842;PORCELANA TRAMA 60X120;FP;M2;PORC GL;8021824;FP;[];Nao
Eli II - Compl.;8025135;PORCELANATO GATTAZ 60X120 RET;FP;M2;PORC GL;8024541;FP;[];Nao
Eli II - Compl.;8022135;PRIMITIVA 60X120;FP;M2;PORC GL;8022133;FP;[];Nao
Eli II - Compl.;8018611;PTR TOS 11 FE AC 60X120;FP;M2;PORC GL;8017841;FP;[];Nao
Eli II - Compl.;8019007;REMAKE BRANCO 60X120;FP;M2;PORC GL;8018492;FP;[];Nao
Eli II - Compl.;8019008;REMAKE CONCRETO 60X120;FP;M2;PORC GL;8018494;FP;[];Nao
Eli II - Compl.;8027204;RESERVA NATURAL AC 60X120;FP;M2;PORC GL;8025413;FP;[];Nao
Eli II - Compl.;8027205;RESERVA NATURAL EXT 60X120;FP;M2;PORC GL;8025743;FP;[];Nao
Eli II - Compl.;8018562;RO 11 60X120;FP;M2;PORC GL;8018495;FP;[];Nao
Eli II - Compl.;8018506;ROAD 60X120;FP;M2;PORC GL;8018495;FP;[];Nao
Eli II - Compl.;8023983;SILK BROWN 60X120;FP;M2;PORC GL;8021826;FP;[];Nao
Eli II - Compl.;8025440;SILK GEORGETTE 60X120;FP;M2;PORC GL;8025265;FP;[];Nao
Eli II - Compl.;8023982;SILK WHITE 60X120;FP;M2;PORC GL;8021825;FP;[];Nao
Eli II - Compl.;8023496;SINTESE RE 60X120;FP;M2;PORC GL;8023495;FP;[];Nao
Eli II - Compl.;8018618;SIS 11 FE AC 60X120;FP;M2;PORC GL;8018259;FP;[];Nao
Eli II - Compl.;8018619;SIS 11 GRA AC 60X120;FP;M2;PORC GL;8018260;FP;[];Nao
Eli II - Compl.;8018620;SIS 11 NO AC 60X120;FP;M2;PORC GL;8018261;FP;[];Nao
Eli II - Compl.;8018543;SISAL FENDI AC 60X120;FP;M2;PORC GL;8018259;FP;[];Nao
Eli II - Compl.;8018544;SISAL GRAFITE AC 60X120;FP;M2;PORC GL;8018260;FP;[];Nao
Eli II - Compl.;8018545;SISAL NOCE AC 60X120;FP;M2;PORC GL;8018261;FP;[];Nao
Eli II - Compl.;8018558;SP 11 60X120;FP;M2;PORC GL;8018491;FP;[];Nao
Eli II - Compl.;8018502;SPA 60X120;FP;M2;PORC GL;8018491;FP;[];Nao
Eli II - Compl.;8018559;SPO 11 BRAN 60X120;FP;M2;PORC GL;8018492;FP;[];Nao
Eli II - Compl.;8019089;SPO 11 BRAN 60X120;FP;M2;PORC GL;8018492;FP;[];Nao
Eli II - Compl.;8018561;SPO 11 CONC 60X120;FP;M2;PORC GL;8018494;FP;[];Nao
Eli II - Compl.;8019090;SPO 11 CONC 60X120;FP;M2;PORC GL;8018494;FP;[];Nao
Eli II - Compl.;8018560;SPO 11 OF WH 60X120;FP;M2;PORC GL;8018493;FP;[];Nao
Eli II - Compl.;8018503;SPOT BRANCO 60X120;FP;M2;PORC GL;8018492;FP;[];Nao
Eli II - Compl.;8018505;SPOT CONCRETO 60X120;FP;M2;PORC GL;8018494;FP;[];Nao
Eli II - Compl.;8018504;SPOT OFF WHITE 60X120;FP;M2;PORC GL;8018493;FP;[];Nao
Eli II - Compl.;8025469;SUPREMA GRAFITI AC 60X120;FP;M2;PORC GL;8025463;FP;[];Nao
Eli II - Compl.;8026963;SUPREMA GRAFITI EXT 60X120;FP;M2;PORC GL;8027049;FP;[];Nao
Eli II - Compl.;8025471;SUPREMA GRAFITI LP 60X120;FP;M2;PORC GL;8025465;FP;[];Nao
Eli II - Compl.;8025473;SUPREMA GRAFITI RE 60X120;FP;M2;PORC GL;8025467;FP;[];Nao
Eli II - Compl.;8025468;SUPREMA WHITE AC 60X120;FP;M2;PORC GL;8025462;FP;[];Nao
Eli II - Compl.;8026956;SUPREMA WHITE EXT 60X120;FP;M2;PORC GL;8027048;FP;[];Nao
Eli II - Compl.;8025470;SUPREMA WHITE LP 60X120;FP;M2;PORC GL;8025464;FP;[];Nao
Eli II - Compl.;8025472;SUPREMA WHITE RE 60X120;FP;M2;PORC GL;8025466;FP;[];Nao
Eli II - Compl.;8019053;TER 11 QTZ AC 60X120;FP;M2;PORC GL;8017840;FP;[];Nao
Eli II - Compl.;8019054;TER 11 QTZ AC 60X120;FP;M2;PORC GL;8018595;FP;[];Nao
Eli II - Compl.;8018563;TER 11 QTZ EXT 60X120;FP;M2;PORC GL;8018496;FP;[];Nao
Eli II - Compl.;8018564;TER 11 QTZ EXT 60X120;FP;M2;PORC GL;8018497;FP;[];Nao
Eli II - Compl.;8018983;TERRE AREIA AC 60X120;FP;M2;PORC GL;8017840;FP;[];Nao
Eli II - Compl.;8018508;TERRE AREIA EXT 60X120;FP;M2;PORC GL;8018497;FP;[];Nao
Eli II - Compl.;8018984;TERRE QUARTZO AC 60X120;FP;M2;PORC GL;8018595;FP;[];Nao
Eli II - Compl.;8018507;TERRE QUARTZO EXT 60X120;FP;M2;PORC GL;8018496;FP;[];Nao
Eli II - Compl.;8018603;TRAVERTINO ROMANO AC 60X120;FP;M2;PORC GL;8017973;FP;[];Nao
Eli II - Compl.;8018498;TRAVERTINO ROMANO RE 60X120;FP;M2;PORC GL;8018486;FP;[];Nao
Eli II - Compl.;8018554;TRV ROM 11 AC 60X120;FP;M2;PORC GL;8018486;FP;[];Nao
Eli II - Compl.;8018604;TRV ROM 11 AC 60X120;FP;M2;PORC GL;8017973;FP;[];Nao
Eli II - Compl.;8019459;ARTICO ALPE AC 29X59;FP;m2;PORC GL;8022579;FP;[];Nao
Eli II - Compl.;8018467;BET 31 GR 29X59;FP;m2;PORC GL;8005887;FP;[];Nao
Eli II - Compl.;8018468;BET 31 GR 29X59;FP;m2;PORC GL;8006809;FP;[];Nao
Eli II - Compl.;8018462;BETON GRAY AC 29x59     (FUNDO 60X60) PR;FP;m2;PORC GL;8005887;FP;[];Nao
Eli II - Compl.;8018463;BETON WHITE AC 29x59    (FUNDO 60X60) PR;FP;m2;PORC GL;8006809;FP;[];Nao
Eli II - Compl.;8020857;FOREST EBANO AC 29X59;FP;m2;PORC GL;8020855;FP;[];Nao
Eli II - Compl.;8018903;SIS 31 FEN AC 29x59;FP;m2;PORC GL;8018265;FP;[];Nao
Eli II - Compl.;8018905;SIS 31 GRA AC 29x59;FP;m2;PORC GL;8018266;FP;[];Nao
Eli II - Compl.;8018904;SIS 31 NOC AC 29x59;FP;m2;PORC GL;8018267;FP;[];Nao
Eli II - Compl.;8018840;SISAL FENDI AC 29X59;FP;m2;PORC GL;8018265;FP;[];Nao
Eli II - Compl.;8018842;SISAL GRAFITE AC 29X59;FP;m2;PORC GL;8018266;FP;[];Nao
Eli II - Compl.;8018841;SISAL NOCE AC 29X59;FP;m2;PORC GL;8018267;FP;[];Nao
Eli II - Compl.;8021197;VERSATILE BIANCO 29X59 AC (FUNDO 60X60);FP;m2;PORC GL;8007634;FP;[];Nao
Eli II - Compl.;8022940;DOMUS T-4000 BROWNSTONE 32x38#;FP;pc;PORC GL;8009315;FP;[];Nao
Eli II - Compl.;8022589;PADOVA T-4000 BIANCO 26x30#;FP;pc;PORC GL;8013983;FP;[];Nao
Eli II - Compl.;8022128;PADOVA T-4000 GRAY 26x30##;FP;pc;PORC GL;8013985;FP;[];Nao
Eli II - Compl.;8022590;PADOVA T-5000 26x30#;FP;pc;PORC GL;8010873;FP;[];Nao
Eli II - Compl.;8022894;SARDEGNA T-4000 BEIGE 26X30*;FP;pc;PORC GL;8010862;FP;[];Nao
Eli II - Compl.;8022895;SARDEGNA T-4000 BROWN 26X30*;FP;pc;PORC GL;8010873;FP;[];Nao
Eli II - Compl.;8022536;SARDEGNA T-5000 26X30*;FP;pc;PORC GL;8010873;FP;[];Nao
Eli II - Compl.;8025420;ALBA NATURAL AC 20X120;FP;m2;PORC GL;8025414;FP;[];Nao
Eli II - Compl.;8023500;ANTIGO SILK GEORGETTE 20X120;FP;m2;PORC GL;8023498;FP;[];Nao
Eli II - Compl.;8021834;ARBOR CANELA AC 20X120;FP;m2;PORC GL;8021820;FP;[];Nao
Eli II - Compl.;8026944;ARTICO ALPE AC 20X120;FP;m2;PORC GL;8017972;FP;[];Nao
Eli II - Compl.;8026488;AVANT GARDE 20X120;FP;m2;PORC GL;8023515;FP;[];Nao
Eli II - Compl.;8026508;BLANC AC 20X120;FP;m2;PORC GL;8026438;FP;['8026509', '8027173', '8027174', '8028970', '8032863', '8033222', '8033223', '8033377', '8033378', '8034149', '8037592', '8037593', '8037602', '8045592', '8045600', '8045609', '8056321', '8056333', '8056347'];Nao
Eli II - Compl.;8020186;CASA WOOD BAMBU AC 20X120;FP;m2;PORC GL;8017832;FP;[];Nao
Eli II - Compl.;8020187;CASA WOOD CASTANHA AC 20X120;FP;m2;PORC GL;8017834;FP;[];Nao
Eli II - Compl.;8020188;CASA WOOD PATINA AC 20X120;FP;m2;PORC GL;8017833;FP;[];Nao
Eli II - Compl.;8025301;DESENV PLANT PATINA AC 20X120;FP;m2;PORC GL;8025406;FP;[];Nao
Eli II - Compl.;8026509;ECOPATINA 20X120;FP;m2;PORC GL;8026438;FP;[];Nao
Eli II - Compl.;8020178;ECORESERVA CARAMELO AC 20X120;FP;m2;PORC GL;8017838;FP;[];Nao
Eli II - Compl.;8020179;ECORESERVA COFFEE AC 20X120;FP;m2;PORC GL;8017839;FP;[];Nao
Eli II - Compl.;8020189;ECORESERVA MEL AC 20X120;FP;m2;PORC GL;8017837;FP;[];Nao
Eli II - Compl.;8020190;ECORESERVA PATINA AC 20X120;FP;m2;PORC GL;8017836;FP;[];Nao
Eli II - Compl.;8026711;ECORESORT CANELA AC 20X120;FP;m2;PORC GL;8018589;FP;[];Nao
Eli II - Compl.;8023378;ECOSTUDIO 20X120;FP;m2;PORC GL;8023375;FP;[];Nao
Eli II - Compl.;8023377;ECOVILLA 20X120;FP;m2;PORC GL;8023374;FP;[];Nao
Eli II - Compl.;8025556;ESCANDINAVIA 20X120;FP;m2;PORC GL;8025269;FP;[];Nao
Eli II - Compl.;8020184;ETERNIWOOD CANELA AC 20X120;FP;m2;PORC GL;8018381;FP;[];Nao
Eli II - Compl.;8020191;ETERNIWOOD CANELA AC 20X120;FP;m2;PORC GL;8018381;FP;[];Nao
Eli II - Compl.;8020185;ETERNIWOOD CARAMELO AC 20X120;FP;m2;PORC GL;8017826;FP;[];Nao
Eli II - Compl.;8020192;ETERNIWOOD PATINA AC 20X120;FP;m2;PORC GL;8017825;FP;[];Nao
Eli II - Compl.;8025561;FOLK 20X120;FP;m2;PORC GL;8025270;FP;[];Nao
Eli II - Compl.;8025558;HUNTER 20X120;FP;m2;PORC GL;8025554;FP;['8027178', '8033225', '8033380', '8037594', '8040718', '8045610', '8056336'];Nao
Eli II - Compl.;8032863;JAMARI 20X120;FP;m2;PORC GL;8026438;FP;[];Nao
Eli II - Compl.;8020193;LANTIC CANELA RE 20X120;FP;m2;PORC GL;8018518;FP;[];Nao
Eli II - Compl.;8020194;LANTIC CARAMELO RE 20X120;FP;m2;PORC GL;8017823;FP;[];Nao
Eli II - Compl.;8026501;LOFT AC 20X120;FP;m2;PORC GL;8026497;FP;[];Nao
Eli II - Compl.;8026523;MONT BLANC AC 20X120;FP;m2;PORC GL;8026346;FP;[];Nao
Eli II - Compl.;8020446;PEROBA 20X120;FP;m2;PORC GL;8020447;FP;['8025575', '8025932', '8028877', '8033227', '8033382', '8034083', '8037595', '8045615', '8056338'];Nao
Eli II - Compl.;8025421;PETRA NATURAL AC 20X120;FP;m2;PORC GL;8025415;FP;[];Nao
Eli II - Compl.;8026955;PETRA NATURAL EXT 20X120;FP;m2;PORC GL;8027047;FP;[];Nao
Eli II - Compl.;8025422;PETRA NATURAL RE 20X120;FP;m2;PORC GL;8025416;FP;[];Nao
Eli II - Compl.;8023379;PIER 20X120;FP;m2;PORC GL;8023376;FP;[];Nao
Eli II - Compl.;8025441;PINUS 20X120;FP;m2;PORC GL;8025437;FP;[];Nao
Eli II - Compl.;8022136;PRIMITIVA 20X120;FP;m2;PORC GL;8022133;FP;[];Nao
Eli II - Compl.;8025419;RESERVA NATURAL AC 20X120;FP;m2;PORC GL;8025413;FP;['8027179', '8033232', '8033387', '8037597', '8045617', '8053494', '8056340'];Nao
Eli II - Compl.;8025744;RESERVA NATURAL EXT 20X120;FP;m2;PORC GL;8025743;FP;['8027180', '8033233', '8033388', '8037598', '8045618', '8056341'];Nao
Eli II - Compl.;8023497;SINTESE RE 20X120;FP;m2;PORC GL;8023495;FP;[];Nao
Eli II - Compl.;8020195;SISAL FENDI AC 20X120;FP;m2;PORC GL;8018259;FP;[];Nao
Eli II - Compl.;8020197;SISAL GRAFITE AC 20X120;FP;m2;PORC GL;8018260;FP;[];Nao
Eli II - Compl.;8020199;SISAL NOCE AC 20X120;FP;m2;PORC GL;8018261;FP;[];Nao
Eli II - Compl.;8025423;SOBREIRO NATURAL AC 20X120;FP;m2;PORC GL;8025417;FP;[];Nao
Eli II - Compl.;8025475;SUPREMA GRAFITI AC 20X120;FP;m2;PORC GL;8025463;FP;[];Nao
Eli II - Compl.;8026964;SUPREMA GRAFITI EXT 20X120;FP;m2;PORC GL;8027049;FP;[];Nao
Eli II - Compl.;8025477;SUPREMA GRAFITI LP 20X120;FP;m2;PORC GL;8025465;FP;[];Nao
Eli II - Compl.;8025479;SUPREMA GRAFITI RE 20X120;FP;m2;PORC GL;8025467;FP;[];Nao
Eli II - Compl.;8025474;SUPREMA WHITE AC 20X120;FP;m2;PORC GL;8025462;FP;[];Nao
Eli II - Compl.;8026957;SUPREMA WHITE EXT 20X120;FP;m2;PORC GL;8027048;FP;[];Nao
Eli II - Compl.;8025476;SUPREMA WHITE LP 20X120;FP;m2;PORC GL;8025464;FP;[];Nao
Eli II - Compl.;8025478;SUPREMA WHITE RE 20X120;FP;m2;PORC GL;8025466;FP;[];Nao
Eli II - Compl.;8027746;ARQGEO BROWN AC RODAPE FR 14,5x120*;FP;PC;PORC GL;8021844;FP;[];Nao
Eli II - Compl.;8022670;ARTICO ALPE AC RODAPE FR 14,5x120*;FP;PC;PORC GL;8018541;FP;[];Nao
Eli II - Compl.;8022671;BUXY RE RODAPE FR 14,5x120*;FP;PC;PORC GL;8018499;FP;[];Nao
Eli II - Compl.;8022672;CASA WOOD CASTANHA RS AC 14,5x120*;FP;PC;PORC GL;8018523;FP;[];Nao
Eli II - Compl.;8026018;DNA RS 14,5X120*;FP;PC;PORC GL;8023502;FP;[];Nao
Eli II - Compl.;8022673;ECORESERVA CARAMELO RS AC 14,5x120*;FP;PC;PORC GL;8018526;FP;[];Nao
Eli II - Compl.;8022674;ECORESERVA COFFEE RS AC 14,5x120*;FP;PC;PORC GL;8018527;FP;[];Nao
Eli II - Compl.;8022675;ECORESERVA PATINA RS AC 14,5x120*;FP;PC;PORC GL;8018524;FP;[];Nao
Eli II - Compl.;8022676;ECORESORT CANELA RS EXT 14,5x120*;FP;PC;PORC GL;8018969;FP;[];Nao
Eli II - Compl.;8022677;ECORESORT GRAFITE RS EXT 14,5x120*;FP;PC;PORC GL;8018959;FP;[];Nao
Eli II - Compl.;8028035;ETERNIWOOD CANELA RS AC 14,5x120**;FP;PC;PORC GL;8020191;FP;[];Nao
Eli II - Compl.;8026019;GRAFITA RE RS FR 14,5X120*;FP;PC;PORC GL;8023525;FP;[];Nao
Eli II - Compl.;8022678;HOME RS AC 14,5x120*;FP;PC;PORC GL;8018500;FP;[];Nao
Eli II - Compl.;8028333;LOFT AC RODAPE FR 14,5X120*;FP;PC;PORC GL;8026499;FP;[];Nao
Eli II - Compl.;8027768;LONDON AC RODAPE FR 14,5x120*;FP;PC;PORC GL;8021840;FP;[];Nao
Eli II - Compl.;8028034;MINERAL GRAFITE RS 14,5X120*;FP;PC;PORC GL;8023505;FP;[];Nao
Eli II - Compl.;8027753;PEROBA RODAPE FR 14,5x120*;FP;PC;PORC GL;8021081;FP;[];Nao
Eli II - Compl.;8032784;PETRA NATURAL AC RODAPE FR 14,5X120;FP;PC;PORC GL;8027182;FP;[];Nao
Eli II - Compl.;8028732;PIER RS 14,5X120;FP;PC;PORC GL;8025933;FP;[];Nao
Eli II - Compl.;8022679;PORCELANA RS 14,5x120*;FP;PC;PORC GL;8019179;FP;[];Nao
Eli II - Compl.;8022680;REMAKE BRANCO RS 14,5x120*;FP;PC;PORC GL;8019007;FP;[];Nao
Eli II - Compl.;8022681;REMAKE CONCRETO RS 14,5x120*;FP;PC;PORC GL;8019008;FP;[];Nao
Eli II - Compl.;8028303;RESERVA NATURAL AC RODAPE FR 14,5X120*;FP;PC;PORC GL;8027179;FP;[];Nao
Eli II - Compl.;8028207;RESERVA NATURAL EXT RODAPE FR 14,5X120*;FP;PC;PORC GL;8027180;FP;[];Nao
Eli II - Compl.;8022682;ROAD RS 14,5x120*;FP;PC;PORC GL;8028391;FP;[];Nao
Eli II - Compl.;8027780;SINTESE RE RS FR 14,5X120*;FP;PC;PORC GL;8025935;FP;[];Nao
Eli II - Compl.;8028534;SOBREIRO NATURAL AC RODAPE FR 14,5X120*;FP;PC;PORC GL;8027184;FP;[];Nao
Eli II - Compl.;8022683;SPA RS 14,5x120*;FP;PC;PORC GL;8018502;FP;[];Nao
Eli II - Compl.;8022684;SPOT BRANCO RS 14,5x120*;FP;PC;PORC GL;8018503;FP;[];Nao
Eli II - Compl.;8022685;SPOT CONCRETO RS 14,5x120*;FP;PC;PORC GL;8018505;FP;[];Nao
Eli II - Compl.;8028304;SUPREMA GRAFITI AC RODAPE FR 14,5X120*;FP;PC;PORC GL;8025469;FP;[];Nao
Eli II - Compl.;8028355;SUPREMA WHITE AC RODAPE FR 14,5X120;FP;PC;PORC GL;8025468;FP;[];Nao
Eli II - Compl.;8022686;TERRE AREIA RS AC 14,5x120*;FP;PC;PORC GL;8018983;FP;[];Nao
Eli II - Compl.;8022687;TERRE AREIA RS EXT 14,5x120*;FP;PC;PORC GL;8018508;FP;[];Nao
Eli II - Compl.;8022688;TERRE QUARTZO RS AC 14,5x120*;FP;PC;PORC GL;8018984;FP;[];Nao
Eli II - Compl.;8022689;TRAVERTINO ROMANO AC RODAPE FR 14,5x120;FP;PC;PORC GL;8018603;FP;[];Nao
Eli II - Compl.;8021859;REMAKE ESP BRANCO 10x60               PR;FP;PC;PORC GL;8019009;FP;[];Nao
Eli II - Compl.;8021866;REMAKE ESP CONCRETO 10x60             PR;FP;pc;PORC GL;8019011;FP;[];Nao
Eli II - Compl.;8021860;REMAKE ESP BRANCO 12X60               PR;FP;PC;PORC GL;8019009;FP;[];Nao
Eli II - Compl.;8021867;REMAKE ESP CONCRETO 12X60             PR;FP;pc;PORC GL;8019011;FP;[];Nao
Eli II - Compl.;8021861;REMAKE ESP BRANCO 15X60               PR;FP;pc;PORC GL;8019009;FP;[];Nao
Eli II - Compl.;8021868;REMAKE ESP CONCRETO 15X60             PR;FP;pc;PORC GL;8019011;FP;[];Nao
Eli II - Compl.;8021862;REMAKE ESP BRANCO 30X60               PR;FP;pc;PORC GL;8019009;FP;[];Nao
Eli II - Compl.;8021869;REMAKE ESP CONCRETO 30X60             PR;FP;pc;PORC GL;8019011;FP;[];Nao
Eli II - Compl.;8021863;REMAKE ESP BRANCO 20X60               PR;FP;pc;PORC GL;8019007;FP;[];Nao
Eli II - Compl.;8021870;REMAKE ESP CONCRETO 20X60             PR;FP;pc;PORC GL;8019008;FP;[];Nao
Eli II - Compl.;8021864;REMAKE ESP BRANCO 40X60               PR;FP;pc;PORC GL;8019007;FP;[];Nao
Eli II - Compl.;8021871;REMAKE ESP CONCRETO 40X60             PR;FP;pc;PORC GL;8019008;FP;[];Nao
Eli II - Compl.;8031978;ABSOLUT ASFALTO AC 59X59;FP;M2;PORC GL;8030289;FP;[];Nao
Eli II - Compl.;8031983;ABSOLUT ASFALTO EXT 59X59;FP;M2;PORC GL;8030733;FP;[];Nao
Eli II - Compl.;8031973;ABSOLUT BRANCO AC 59X59;FP;M2;PORC GL;8030284;FP;[];Nao
Eli II - Compl.;8031976;ABSOLUT CIMENTO AC 59X59;FP;M2;PORC GL;8030287;FP;[];Nao
Eli II - Compl.;8031981;ABSOLUT CIMENTO EXT 59X59;FP;M2;PORC GL;8030731;FP;[];Nao
Eli II - Compl.;8031977;ABSOLUT CONCRETO AC 59X59;FP;M2;PORC GL;8030288;FP;[];Nao
Eli II - Compl.;8031982;ABSOLUT CONCRETO EXT 59X59;FP;M2;PORC GL;8030732;FP;[];Nao
Eli II - Compl.;8031975;ABSOLUT GREIGE AC 59X59;FP;M2;PORC GL;8030286;FP;[];Nao
Eli II - Compl.;8031980;ABSOLUT GREIGE EXT 59X59;FP;M2;PORC GL;8030730;FP;[];Nao
Eli II - Compl.;8031974;ABSOLUT MARFIM AC 59X59;FP;M2;PORC GL;8030285;FP;[];Nao
Eli II - Compl.;8031979;ABSOLUT MARFIM EXT 59X59;FP;M2;PORC GL;8030729;FP;[];Nao
Eli II - Compl.;8033988;ABSOLUT PROSECCO AC 59X59;FP;M2;PORC GL;8033990;FP;[];Nao
Eli II - Compl.;8035768;ABSOLUT PROSECCO EXT 59X59;FP;M2;PORC GL;8033991;FP;[];Nao
Eli II - Compl.;8021382;ABSOLUT SAND 59X59#;FP;M2;PORC GL;8021330;FP;[];Nao
Eli II - Compl.;8021383;ABSOLUT SILVER 59X59#;FP;M2;PORC GL;8021329;FP;[];Nao
Eli II - Compl.;8021384;ABSOLUT WHITE 59X59#;FP;M2;PORC GL;8021331;FP;[];Nao
Eli II - Compl.;8021385;ALPHA BR 59X59#;FP;m2;PORC GL;8021323;FP;[];Nao
Eli II - Compl.;8034973;ARDOSIA BLACK EXT 59X59;FP;M2;PORC GL;8034889;FP;[];Nao
Eli II - Compl.;8031921;ARENA CINZA EXT 59X59;FP;M2;PORC GL;8030134;FP;[];Nao
Eli II - Compl.;8021386;ART AREIA 59X59#;FP;M2;PORC GL;8021330;FP;[];Nao
Eli II - Compl.;8021387;ART CONCRETO 59X59#;FP;M2;PORC GL;8021329;FP;[];Nao
Eli II - Compl.;8025711;ARTESAN 59X59;FP;M2;PORC GL;8025264;FP;[];Nao
Eli II - Compl.;8021388;ARTICO ALPE AC 59X59#;FP;M2;PORC GL;8021324;FP;[];Nao
Eli II - Compl.;8025062;ARTICO DUAL ALPE AC 59X59#;FP;M2;PORC GL;8025060;FP;[];Nao
Eli II - Compl.;8022440;ARTICO FENDI AC 59X59#;FP;M2;PORC GL;8022180;FP;[];Nao
Eli II - Compl.;8021389;BARS CIMENTO AC 59x59#;FP;m2;PORC GL;8021325;FP;[];Nao
Eli II - Compl.;8021390;BARS FENDI AC 59x59#;FP;m2;PORC GL;8021326;FP;[];Nao
Eli II - Compl.;8021391;BARS OFF WHITE AC 59x59#;FP;m2;PORC GL;8021327;FP;[];Nao
Eli II - Compl.;8024094;BETON CONCRETO AC 59X59#;FP;m2;PORC GL;8021961;FP;[];Nao
Eli II - Compl.;8021392;BETON DARK GRAY AC 59X59 MB#;FP;M2;PORC GL;8021328;FP;[];Nao
Eli II - Compl.;8024503;BETON DUAL DARK GRAY AC 59X59 MB#;FP;M2;PORC GL;8024502;FP;[];Nao
Eli II - Compl.;8024615;BETON DUAL GRAY AC 59X59#;FP;M2;PORC GL;8024605;FP;[];Nao
Eli II - Compl.;8035868;BETON DUAL GRAY AC 59X59#;FP;M2;PORC GL;8035864;FP;[];Nao
Eli II - Compl.;8025061;BETON DUAL SAND AC 59X59#;FP;M2;PORC GL;8025059;FP;[];Nao
Eli II - Compl.;8036777;BETON DUAL SAND AC 59X59##;FP;M2;PORC GL;8036293;FP;[];Nao
Eli II - Compl.;8024616;BETON DUAL WHITE AC 59X59#;FP;M2;PORC GL;8024606;FP;[];Nao
Eli II - Compl.;8036006;BETON DUAL WHITE AC 59X59##;FP;M2;PORC GL;8034480;FP;[];Nao
Eli II - Compl.;8021393;BETON GRAY AC 59X59#;FP;M2;PORC GL;8021329;FP;[];Nao
Eli II - Compl.;8035867;BETON GRAY AC 59X59#;FP;M2;PORC GL;8035863;FP;[];Nao
Eli II - Compl.;8021394;BETON SAND AC 59X59#;FP;M2;PORC GL;8021330;FP;[];Nao
Eli II - Compl.;8035869;BETON SAND AC 59X59#;FP;M2;PORC GL;8035865;FP;[];Nao
Eli II - Compl.;8021395;BETON WHITE AC 59X59#;FP;M2;PORC GL;8021331;FP;[];Nao
Eli II - Compl.;8035870;BETON WHITE AC 59X59#;FP;M2;PORC GL;8034181;FP;[];Nao
Eli II - Compl.;8021396;BRECCIA BR 59X59#;FP;m2;PORC GL;8021332;FP;[];Nao
Eli II - Compl.;8021397;BUXY NATURAL AC 59X59#;FP;m2;PORC GL;8021333;FP;[];Nao
Eli II - Compl.;8021398;BUXY RE 59X59#;FP;m2;PORC GL;8021334;FP;[];Nao
Eli II - Compl.;8025370;CHARM SAND AC 59X59;FP;M2;PORC GL;8025371;FP;[];Nao
Eli II - Compl.;8021399;COMPACT BEGE AC 59X59#;FP;m2;PORC GL;8021336;FP;[];Nao
Eli II - Compl.;8021400;COMPACT BRANCO AC 59x59#;FP;m2;PORC GL;8021337;FP;[];Nao
Eli II - Compl.;8028513;CONCRETO GR AC 59x59;FP;M2;PORC GL;8028336;FP;[];Nao
Eli II - Compl.;8034208;ELEGANT BEIGE AC 59X59;FP;M2;PORC GL;8034220;FP;[];Nao
Eli II - Compl.;8034209;ELEGANT BONE AC 59X59;FP;M2;PORC GL;8034221;FP;[];Nao
Eli II - Compl.;8034210;ELEGANT GRAY AC 59X59;FP;M2;PORC GL;8034222;FP;[];Nao
Eli II - Compl.;8034215;ELEMENT CONCRETO AC 59X59;FP;M2;PORC GL;8034223;FP;[];Nao
Eli II - Compl.;8034214;ELEMENT GRAY AC 59X59;FP;M2;PORC GL;8034224;FP;[];Nao
Eli II - Compl.;8034216;ELEMENT TAUPE AC 59X59;FP;M2;PORC GL;8034225;FP;[];Nao
Eli II - Compl.;8025356;ESTILO GREY AC 59X59;FP;M2;PORC GL;8025354;FP;[];Nao
Eli II - Compl.;8025357;ESTILO SAND AC 59X59;FP;M2;PORC GL;8025355;FP;[];Nao
Eli II - Compl.;8021401;ETRUSCAN AC 59x59#;FP;m2;PORC GL;8021340;FP;[];Nao
Eli II - Compl.;8030132;FLAT AC 59X59;FP;M2;PORC GL;8030130;FP;[];Nao
Eli II - Compl.;8027043;FRANCE SAND AC 59X59;FP;M2;PORC GL;8025355;FP;[];Nao
Eli II - Compl.;8036579;FUNDO ORBITA AC 59X59;FP;M2;PORC GL;8036561;FP;[];Nao
Eli II - Compl.;8021403;HABITUEE BRANCO AC 59X59#;FP;m2;PORC GL;8021343;FP;[];Nao
Eli II - Compl.;8021404;HABITUEE CONCRETO AC 59X59#;FP;m2;PORC GL;8021345;FP;[];Nao
