Unidade Pai;CodigoOriginal;DescricaoOriginal;SituacaoOriginal;UnOriginal;TipologiaOriginal;Item Fundo;SituacaoFundo;ClonesLista;PrensadoRevisado
Eli II - Compl.;8008195;BETON GRAY AC RODAPE FR 14,5x60;FP;PC;PORC GL;8006807;FP;[];Nao
Eli II - Compl.;8008193;BETON SAND AC RODAPE FR 14,5x60;FP;PC;PORC GL;8006808;FP;[];Nao
Eli II - Compl.;8008194;BETON WHITE AC RODAPE FR 14,5x60;FP;PC;PORC GL;8006809;FP;[];Nao
Eli II - Compl.;8009133;COMPACT BEGE AC RODAPE 14,5X60;FP;PC;PORC GL;8008875;FP;[];Nao
Eli II - Compl.;8009132;COMPACT BRANCO AC RODAPE 14,5X60;FP;PC;PORC GL;8008874;FP;[];Nao
Eli II - Compl.;8009130;LOUNGE AFRICA AC RODAPE FR 14,5X60;FP;PC;PORC GL;8008885;FP;[];Nao
Eli II - Compl.;8009127;LOUNGE BEGE AC RODAPE FR 14,5X60;FP;PC;PORC GL;8008882;FP;[];Nao
Eli II - Compl.;8009128;LOUNGE BRANCO AC RODAPE FR 14,5X60;FP;PC;PORC GL;8008883;FP;[];Nao
Eli II - Compl.;8009129;LOUNGE CINZA AC RODAPE FR 14,5X60;FP;PC;PORC GL;8008884;FP;[];Nao
Eli II - Compl.;8007976;SENSITIVE BRANCO RS FR 14,5x60;FP;pc;PORC GL;8007599;FP;[];Nao
Eli II - Compl.;8023560;SENSITIVE BRANCO RS FR 14,5x60;FP;pc;PORC GL;8021359;FP;[];Nao
Eli II - Compl.;8007977;SENSITIVE FENDI RS FR 14,5X60;FP;pc;PORC GL;8007600;FP;[];Nao
Eli II - Compl.;8007978;SENSITIVE PRETO RS FR 14,5X60;FP;pc;PORC GL;8007601;FP;[];Nao
Eli II - Compl.;8007979;SENSITIVE SEPIA RS FR 14,5X60;FP;pc;PORC GL;8007602;FP;[];Nao
Eli II - Compl.;8008274;VERSATILE AC BEIGE RS FR 14,5X60;FP;pc;PORC GL;8007635;FP;[];Nao
Eli II - Compl.;8008273;VERSATILE AC BIANCO RS FR 14,5X60;FP;pc;PORC GL;8007634;FP;[];Nao
Eli II - Compl.;8009123;AREA AFRICA AC RODAPE FR 14,5X59;FP;PC;PORC GL;8008912;FP;[];Nao
Eli II - Compl.;8009124;AREA BRANCO AC RODAPE FR 14,5X59;FP;PC;PORC GL;8008913;FP;[];Nao
Eli II - Compl.;8009126;AREA MARINHO AC RODAPE FR 14,5X59;FP;PC;PORC GL;8008915;FP;[];Nao
Eli II - Compl.;8009125;AREA PROSECCO AC RODAPE FR 14,5X59;FP;PC;PORC GL;8008914;FP;[];Nao
Eli II - Compl.;8008186;ARTICO ALPE AC RODAPE FR 14,5x59;FP;PC;PORC GL;8006805;FP;[];Nao
Eli II - Compl.;8008187;BETON DARK GRAY AC RODAPE FR 14,5x59;FP;PC;PORC GL;8006811;FP;[];Nao
Eli II - Compl.;8008190;BETON GRAY AC RODAPE FR 14,5x59;FP;PC;PORC GL;8006812;FP;[];Nao
Eli II - Compl.;8008188;BETON SAND AC RODAPE FR 14,5x59;FP;PC;PORC GL;8006808;FP;[];Nao
Eli II - Compl.;8008189;BETON WHITE AC RODAPE FR 14,5x59;FP;PC;PORC GL;8006814;FP;[];Nao
Eli II - Compl.;8009122;COMPACT BEGE AC RODAPE 14,5X59;FP;PC;PORC GL;8008877;FP;[];Nao
Eli II - Compl.;8009121;COMPACT BRANCO AC RODAPE 14,5x59;FP;PC;PORC GL;8008876;FP;[];Nao
Eli II - Compl.;8009119;LOUNGE AFRICA AC RODAPE FR 14,5X59;FP;PC;PORC GL;8008890;FP;[];Nao
Eli II - Compl.;8009278;LOUNGE AFRICA LP RODAPE FR 14,5X59;FP;PC;PORC GL;8008896;FP;[];Nao
Eli II - Compl.;8009116;LOUNGE BEGE AC RODAPE FR 14,5X59;FP;PC;PORC GL;8008887;FP;[];Nao
Eli II - Compl.;8009279;LOUNGE BEGE LP RODAPE FR 14,5X59;FP;PC;PORC GL;8008893;FP;[];Nao
Eli II - Compl.;8009117;LOUNGE BRANCO AC RODAPE FR 14,5X59;FP;PC;PORC GL;8008888;FP;[];Nao
Eli II - Compl.;8009280;LOUNGE BRANCO LP RODAPE FR 14,5X59;FP;PC;PORC GL;8008894;FP;[];Nao
Eli II - Compl.;8009118;LOUNGE CINZA AC RODAPE FR 14,5X59;FP;PC;PORC GL;8008889;FP;[];Nao
Eli II - Compl.;8009281;LOUNGE CINZA LP RODAPE FR 14,5X59;FP;PC;PORC GL;8008895;FP;[];Nao
Eli II - Compl.;8007990;SENSITIVE BRANCO RS FR 14,5x59;FP;pc;PORC GL;8007603;FP;[];Nao
Eli II - Compl.;8007991;SENSITIVE FENDI RS FR 14,5X59;FP;pc;PORC GL;8007600;FP;[];Nao
Eli II - Compl.;8007992;SENSITIVE PRETO RS FR 14,5X59;FP;pc;PORC GL;8007601;FP;[];Nao
Eli II - Compl.;8007993;SENSITIVE SEPIA RS FR 14,5X59;FP;pc;PORC GL;8007602;FP;[];Nao
Eli II - Compl.;8008272;VERSATILE AC BEIGE RS FR 14,5X59;FP;pc;PORC GL;8007635;FP;[];Nao
Eli II - Compl.;8008271;VERSATILE AC BIANCO RS FR 14,5X59;FP;pc;PORC GL;8007634;FP;[];Nao
Eli II - Compl.;8008108;VERSAILLES LP BEIGE 29X29**;FP;m2;PORC GL;240702;FP;[];Nao
Eli II - Compl.;8008109;VERSAILLES LP BIANCO 29X29**;FP;m2;PORC GL;248983;FP;[];Nao
Eli II - Compl.;8011367;CITYSCAPE T-1000 GRAND NEUTRAL*;FP;pc;PORC GL;227196;FP;[];Nao
Eli II - Compl.;8011353;LABRADOR T-2000 NOCE 30x30*;FP;pc;PORC GL;246247;FP;[];Nao
Eli II - Compl.;8022696;LANCASTER T-2000 SAND;FP;PC;PORC GL;262374;FP;[];Nao
Eli II - Compl.;8009384;ORIENTE T-1000 BEIGE 30X30;FP;pc;PORC GL;8009321;FP;[];Nao
Eli II - Compl.;8009387;ORIENTE T-1000 GOLD 30X30;FP;pc;PORC GL;8009323;FP;[];Nao
Eli II - Compl.;8009385;ORIENTE T-1000 JADE 30X30;FP;pc;PORC GL;8009322;FP;[];Nao
Eli II - Compl.;8009389;ORIENTE T-1000 NERO 30X30;FP;pc;PORC GL;8009325;FP;[];Nao
Eli II - Compl.;8009388;ORIENTE T-1000 TOPAZIO 30X30;FP;pc;PORC GL;8009324;FP;[];Nao
Eli II - Compl.;8009383;ORIENTE T-2000 30X30;FP;pc;PORC GL;8009323;FP;[];Nao
Eli II - Compl.;8009647;ORIENTE T-3000 30X30;FP;pc;PORC GL;8009321;FP;[];Nao
Eli II - Compl.;8010902;ORIENTE T-6000 MULTICOLOR 30X30;FP;pc;PORC GL;8009321;FP;[];Nao
Eli II - Compl.;8010474;VILLA PESCARA T-1000 AVORIO 30x30;FP;pc;PORC GL;220086;FP;[];Nao
Eli II - Compl.;8010864;VILLA PESCARA T-1000 BEIGE 30x30;FP;pc;PORC GL;220094;FP;[];Nao
Eli II - Compl.;8009197;LOUNGE SPACE COLOR 14,5X44;FP;PC;PORC GL;8008897;FP;[];Nao
Eli II - Compl.;8009227;VERSATILE AC BIANCO RS 30 (FUNDO 30X60);FP;pc;PORC GL;239844;FP;[];Nao
Eli II - Compl.;8014038;DOMUS T-4000 BROWNSTONE;FP;pc;PORC GL;8014018;FP;[];Nao
Eli II - Compl.;8014035;DOMUS T-4000 GRAPHITE;FP;pc;PORC GL;8014015;FP;[];Nao
Eli II - Compl.;8014034;DOMUS T-4000 SAND;FP;pc;PORC GL;8014014;FP;[];Nao
Eli II - Compl.;8014037;DOMUS T-4000 SPANISH MOSS;FP;pc;PORC GL;8014017;FP;[];Nao
Eli II - Compl.;8014036;DOMUS T-4000 WHEAT;FP;pc;PORC GL;8014016;FP;[];Nao
Eli II - Compl.;8014039;DOMUS T-7000 MULTICOLOR;FP;pc;PORC GL;8014016;FP;[];Nao
Eli II - Compl.;8010213;LOUNGE T-4000 COLOR 32X38;FP;pc;PORC GL;8008898;FP;[];Nao
Eli II - Compl.;8009648;ORIENTE T-4000 BEIGE 32X38;FP;pc;PORC GL;8009321;FP;[];Nao
Eli II - Compl.;8009875;ORIENTE T-4000 COLOR 32X38;FP;pc;PORC GL;8009321;FP;[];Nao
Eli II - Compl.;8009650;ORIENTE T-4000 GOLD 32X38;FP;pc;PORC GL;8009323;FP;[];Nao
Eli II - Compl.;8009649;ORIENTE T-4000 JADE 32X38;FP;pc;PORC GL;8009322;FP;[];Nao
Eli II - Compl.;8009652;ORIENTE T-4000 NERO 32X38;FP;pc;PORC GL;8009325;FP;[];Nao
Eli II - Compl.;8009651;ORIENTE T-4000 TOPAZIO 32X38;FP;pc;PORC GL;8009324;FP;[];Nao
Eli II - Compl.;8037265;CALEDONIA T-1000 GRAPHITE 30X30;FP;pc;PORC GL;8037262;FP;[];Nao
Eli II - Compl.;8037264;CALEDONIA T-1000 GRIS 30X30;FP;pc;PORC GL;8037305;FP;[];Nao
Eli II - Compl.;8037384;CALEDONIA T-1000 SAND 30X30;FP;pc;PORC GL;8037383;FP;[];Nao
Eli II - Compl.;8022126;CAPRI T-2000 BRONZE 30x30##;FP;PC;PORC GL;8014042;FP;[];Nao
Eli II - Compl.;8022125;CAPRI T-2000 LIMESTONE 30x30##;FP;PC;PORC GL;8014041;FP;[];Nao
Eli II - Compl.;8022127;CAPRI T-2000 WALNUT 30x30##;FP;PC;PORC GL;8014040;FP;[];Nao
Eli II - Compl.;8010175;LOUNGE T-1000 AFRICA 30X30;FP;PC;PORC GL;8008900;FP;[];Nao
Eli II - Compl.;8010174;LOUNGE T-1000 BEGE 30X30;FP;PC;PORC GL;8008897;FP;[];Nao
Eli II - Compl.;8010173;LOUNGE T-1000 BRANCO 30X30;FP;PC;PORC GL;8008898;FP;[];Nao
Eli II - Compl.;8010176;LOUNGE T-1000 CINZA 30X30;FP;PC;PORC GL;8008899;FP;[];Nao
Eli II - Compl.;8022292;ORIENTE T-6000 MULTICOLOR 30X30*;FP;pc;PORC GL;8009319;FP;[];Nao
Eli II - Compl.;8024859;ORIENTE T-6500 MULTICOLOR 30X30*;FP;pc;PORC GL;8009315;FP;[];Nao
Eli II - Compl.;8011072;LNG 31 AF LP 59X59;FP;m2;PORC GL;8008930;FP;[];Nao
Eli II - Compl.;8011073;LNG 31 BG LP 59X59;FP;m2;PORC GL;8008927;FP;[];Nao
Eli II - Compl.;8011074;LNG 31 BR LP 59X59;FP;m2;PORC GL;8008928;FP;[];Nao
Eli II - Compl.;8011075;LNG 31 CZ LP 59X59;FP;m2;PORC GL;8008929;FP;[];Nao
Eli II - Compl.;8010957;LOUNGE AFRICA LP 59X59*;FP;m2;PORC GL;8008930;FP;[];Nao
Eli II - Compl.;8010958;LOUNGE BEGE LP 59X59*;FP;m2;PORC GL;8008927;FP;[];Nao
Eli II - Compl.;8010959;LOUNGE BRANCO LP 59X59*;FP;m2;PORC GL;8008928;FP;[];Nao
Eli II - Compl.;8010960;LOUNGE CINZA LP 59X59*;FP;m2;PORC GL;8008929;FP;[];Nao
Eli II - Compl.;8022535;SARDEGNA T-5000 26X30;FP;pc;PORC GL;8012353;FP;[];Nao
Eli II - Compl.;8023978;ARENA CINZA RE 90X90;FP;m2;PORC GL;8023965;FP;[];Nao
Eli II - Compl.;8023968;CONCRETO APARENTE 90X90;FP;m2;PORC GL;8023955;FP;[];Nao
Eli II - Compl.;8023969;CONCRETO GREIGE 90X90;FP;m2;PORC GL;8023956;FP;[];Nao
Eli II - Compl.;8024018;DECK 90X90;FP;m2;PORC GL;8023957;FP;[];Nao
Eli II - Compl.;8023970;EVORA DECK CANELA RE 90X90;FP;m2;PORC GL;8023957;FP;[];Nao
Eli II - Compl.;8024015;MINERAL GRAFITE 90X90;FP;m2;PORC GL;8023965;FP;[];Nao
Eli II - Compl.;8015758;FUN PER 31 40X81;FP;m2;PORC GL;8015734;FP;[];Nao
Eli II - Compl.;8015755;FUNDO PEROBA 40x81;FP;m2;PORC GL;8015734;FP;[];Nao
Eli II - Compl.;8033150;TRAVERTINO ROMANO GRAD AC 60X60#;FP;PC;PORC GL;8021374;FP;[];Nao
Eli II - Compl.;8015805;SEN 31 SEP 44X44                      PR;FP;m2;PORC GL;8015769;FP;[];Nao
Eli II - Compl.;8016392;FUNDO PEROBA 41X82,5;FP;m2;PORC GL;8016391;FP;[];Nao
Eli II - Compl.;8016940;FUNDO LINEARE AC 41X82,5              PR;FP;m2;PORC GL;8017219;FP;[];Nao
Eli II - Compl.;8016694;FUNDO PEROBA 41X82,5;FP;m2;PORC GL;8016391;FP;[];Nao
Eli II - Compl.;8016797;BETON SUBWAY GRAY 9,82x44;FP;pc;PORC GL;8005587;FP;[];Nao
Eli II - Compl.;8016798;BETON SUBWAY WHITE 9,82x44;FP;PC;PORC GL;8005626;FP;[];Nao
Eli II - Compl.;8021835;ARBOR CANELA AC 30X120;FP;m2;PORC GL;8021820;FP;[];Nao
Eli II - Compl.;8021853;ARQGEO BROWN AC 30x120;FP;m2;PORC GL;8021826;FP;[];Nao
Eli II - Compl.;8022447;ARQGEO BROWN LP 30x120;FP;m2;PORC GL;8022453;FP;[];Nao
Eli II - Compl.;8022280;ARQGEO BROWN RE 30x120;FP;m2;PORC GL;8021832;FP;[];Nao
Eli II - Compl.;8021856;ARQGEO BROWN SOFT 30x120;FP;m2;PORC GL;8021829;FP;[];Nao
Eli II - Compl.;8021854;ARQGEO GRAY AC 30x120;FP;m2;PORC GL;8021827;FP;[];Nao
Eli II - Compl.;8022449;ARQGEO GRAY LP 30x120;FP;m2;PORC GL;8022454;FP;[];Nao
Eli II - Compl.;8022281;ARQGEO GRAY RE 30x120;FP;m2;PORC GL;8021833;FP;[];Nao
Eli II - Compl.;8021857;ARQGEO GRAY SOFT 30x120;FP;m2;PORC GL;8021830;FP;[];Nao
Eli II - Compl.;8021852;ARQGEO WHITE AC 30x120;FP;m2;PORC GL;8021825;FP;[];Nao
Eli II - Compl.;8022451;ARQGEO WHITE LP 30x120;FP;m2;PORC GL;8022455;FP;[];Nao
Eli II - Compl.;8022279;ARQGEO WHITE RE 30x120;FP;m2;PORC GL;8021831;FP;[];Nao
Eli II - Compl.;8021855;ARQGEO WHITE SOFT 30x120;FP;m2;PORC GL;8021828;FP;[];Nao
Eli II - Compl.;8020180;ECORESORT CANELA AC 30x120;FP;M2;PORC GL;8018589;FP;[];Nao
Eli II - Compl.;8020181;ECORESORT CANELA EXT 30x120;FP;M2;PORC GL;8017828;FP;[];Nao
Eli II - Compl.;8020182;ECORESORT GRAFITE AC 30x120;FP;M2;PORC GL;8018590;FP;[];Nao
Eli II - Compl.;8020183;ECORESORT GRAFITE EXT 30x120;FP;M2;PORC GL;8017829;FP;[];Nao
Eli II - Compl.;8021836;FABRIC NUDE AC 30X120;FP;m2;PORC GL;8021821;FP;[];Nao
Eli II - Compl.;8021837;LONDON AC 30X120;FP;m2;PORC GL;8021822;FP;[];Nao
Eli II - Compl.;8021858;REMAKE ESP BRANCO 30X120              PR;FP;PC;PORC GL;8019007;FP;[];Nao
Eli II - Compl.;8021865;REMAKE ESP CONCRETO 30X120            PR;FP;pc;PORC GL;8019008;FP;[];Nao
Eli II - Compl.;8025442;SILK GEORGETTE 30x120;FP;M2;PORC GL;8025265;FP;[];Nao
Eli II - Compl.;8023499;ANTIGO SILK GEORGETTE 60X120;FP;M2;PORC GL;8023498;FP;[];Nao
Eli II - Compl.;8021838;ARBOR CANELA AC 60X120;FP;M2;PORC GL;8021820;FP;[];Nao
Eli II - Compl.;8021844;ARQGEO BROWN AC 60X120;FP;M2;PORC GL;8021826;FP;[];Nao
Eli II - Compl.;8022448;ARQGEO BROWN LP 60X120;FP;M2;PORC GL;8022453;FP;[];Nao
Eli II - Compl.;8021850;ARQGEO BROWN RE 60X120;FP;M2;PORC GL;8021832;FP;[];Nao
Eli II - Compl.;8021847;ARQGEO BROWN SOFT 60X120;FP;M2;PORC GL;8021829;FP;[];Nao
Eli II - Compl.;8021845;ARQGEO GRAY AC 60X120;FP;M2;PORC GL;8021827;FP;[];Nao
Eli II - Compl.;8022450;ARQGEO GRAY LP 60X120;FP;M2;PORC GL;8022454;FP;[];Nao
Eli II - Compl.;8021851;ARQGEO GRAY RE 60X120;FP;M2;PORC GL;8021833;FP;[];Nao
Eli II - Compl.;8021848;ARQGEO GRAY SOFT 60X120;FP;M2;PORC GL;8021830;FP;[];Nao
Eli II - Compl.;8021843;ARQGEO WHITE AC 60X120;FP;M2;PORC GL;8021825;FP;[];Nao
Eli II - Compl.;8022452;ARQGEO WHITE LP 60X120;FP;M2;PORC GL;8022455;FP;[];Nao
Eli II - Compl.;8021849;ARQGEO WHITE RE 60X120;FP;M2;PORC GL;8021831;FP;[];Nao
Eli II - Compl.;8021846;ARQGEO WHITE SOFT 60X120;FP;M2;PORC GL;8021828;FP;[];Nao
Eli II - Compl.;8018553;ART 31 ALP AC 60X120;FP;M2;PORC GL;8017972;FP;[];Nao
Eli II - Compl.;8018541;ARTICO ALPE AC 60X120;FP;M2;PORC GL;8017972;FP;['8023993', '8030791', '8030924', '8033242', '8033259', '8033397', '8033414', '8034765', '8034788', '8039937', '8041404', '8045636', '8045781', '8055967', '8056031', '8066169', '8066192'];Nao
Eli II - Compl.;8023516;AVANT GARDE 60X120;FP;M2;PORC GL;8023515;FP;[];Nao
Eli II - Compl.;8018555;BUX 11 RE 60X120;FP;M2;PORC GL;8018488;FP;[];Nao
Eli II - Compl.;8020535;BUXY AC 60X120;FP;M2;PORC GL;8020901;FP;[];Nao
Eli II - Compl.;8018499;BUXY RE 60X120;FP;M2;PORC GL;8018488;FP;[];Nao
Eli II - Compl.;8018521;CASA WOOD BAMBU AC 60x120;FP;M2;PORC GL;8017832;FP;[];Nao
Eli II - Compl.;8018523;CASA WOOD CASTANHA AC 60x120;FP;M2;PORC GL;8017834;FP;[];Nao
Eli II - Compl.;8018522;CASA WOOD PATINA AC 60x120;FP;M2;PORC GL;8017833;FP;[];Nao
Eli II - Compl.;8028737;CORTEN 60X120;FP;M2;PORC GL;8026484;FP;[];Nao
Eli II - Compl.;8018608;CSW 11 BAM AC 60X120;FP;M2;PORC GL;8017832;FP;[];Nao
Eli II - Compl.;8018610;CSW 11 CAS AC 60X120;FP;M2;PORC GL;8017834;FP;[];Nao
Eli II - Compl.;8018609;CSW 11 PAT AC 60X120;FP;M2;PORC GL;8017833;FP;[];Nao
Eli II - Compl.;8023502;DNA 60X120;FP;M2;PORC GL;8023501;FP;[];Nao
Eli II - Compl.;8018971;EC RST 11 CAN AC 60X120;FP;M2;PORC GL;8018589;FP;[];Nao
Eli II - Compl.;8018973;EC RST 11 CAN EXT 60X120;FP;M2;PORC GL;8017828;FP;[];Nao
Eli II - Compl.;8018970;EC RST 11 GRA AC 60X120;FP;M2;PORC GL;8018590;FP;[];Nao
Eli II - Compl.;8018972;EC RST 11 GRAF EXT 60X120;FP;M2;PORC GL;8017829;FP;[];Nao
Eli II - Compl.;8018636;EC RSV 11 CAR AC 60X120;FP;M2;PORC GL;8017838;FP;[];Nao
Eli II - Compl.;8018639;EC RSV 11 CAR EXT 60X120;FP;M2;PORC GL;8018459;FP;[];Nao
Eli II - Compl.;8018637;EC RSV 11 COF AC 60X120;FP;M2;PORC GL;8017839;FP;[];Nao
Eli II - Compl.;8018640;EC RSV 11 COF EXT 60X120;FP;M2;PORC GL;8018460;FP;[];Nao
Eli II - Compl.;8018635;EC RSV 11 MEL AC 60X120;FP;M2;PORC GL;8017837;FP;[];Nao
Eli II - Compl.;8018638;EC RSV 11 MEL EXT 60X120;FP;M2;PORC GL;8018458;FP;[];Nao
Eli II - Compl.;8018634;EC RSV 11 PAT AC 60X120;FP;M2;PORC GL;8017836;FP;[];Nao
Eli II - Compl.;8017830;ECO RESORT CANELA RE 60x120;FP;m2;PORC GL;;;[];Nao
Eli II - Compl.;8017831;ECO RESORT GRAFITE RE 60x120;FP;m2;PORC GL;;;[];Nao
Eli II - Compl.;8018526;ECORESERVA CARAMELO AC 60x120;FP;M2;PORC GL;8017838;FP;[];Nao
Eli II - Compl.;8018529;ECORESERVA CARAMELO EXT 60x120;FP;M2;PORC GL;8018459;FP;[];Nao
Eli II - Compl.;8018527;ECORESERVA COFFEE AC 60x120;FP;M2;PORC GL;8017839;FP;[];Nao
Eli II - Compl.;8018530;ECORESERVA COFFEE EXT 60x120;FP;M2;PORC GL;8018460;FP;[];Nao
Eli II - Compl.;8018525;ECORESERVA MEL AC 60x120;FP;M2;PORC GL;8017837;FP;[];Nao
Eli II - Compl.;8018528;ECORESERVA MEL EXT 60x120;FP;M2;PORC GL;8018458;FP;[];Nao
Eli II - Compl.;8018524;ECORESERVA PATINA AC 60x120;FP;M2;PORC GL;8017836;FP;[];Nao
Eli II - Compl.;8018519;ECORESORT CANELA AC 60x120;FP;M2;PORC GL;8018589;FP;[];Nao
Eli II - Compl.;8018969;ECORESORT CANELA EXT 60x120;FP;M2;PORC GL;8017828;FP;[];Nao
Eli II - Compl.;8018520;ECORESORT GRAFITE AC 60x120;FP;M2;PORC GL;8018590;FP;[];Nao
Eli II - Compl.;8018959;ECORESORT GRAFITE EXT 60x120;FP;M2;PORC GL;8017829;FP;[];Nao
Eli II - Compl.;8023372;ECOSTUDIO 60X120;FP;M2;PORC GL;8023375;FP;[];Nao
Eli II - Compl.;8023371;ECOVILLA 60X120;FP;M2;PORC GL;8023374;FP;[];Nao
Eli II - Compl.;8018614;ETE 11 CAN AC 60X120;FP;M2;PORC GL;8017827;FP;[];Nao
Eli II - Compl.;8018616;ETE 11 CAN RE 60X120;FP;M2;PORC GL;8018381;FP;[];Nao
Eli II - Compl.;8018613;ETE 11 CAR AC 60X120;FP;M2;PORC GL;8017826;FP;[];Nao
Eli II - Compl.;8018615;ETE 11 CAR RE 60X120;FP;M2;PORC GL;8018380;FP;[];Nao
Eli II - Compl.;8018612;ETE 11 PAT AC 60X120;FP;M2;PORC GL;8017825;FP;[];Nao
Eli II - Compl.;8018539;ETERNIWOOD CANELA AC 60x120;FP;M2;PORC GL;8018381;FP;[];Nao
Eli II - Compl.;8018536;ETERNIWOOD CANELA RE 60x120;FP;M2;PORC GL;8017827;FP;[];Nao
Eli II - Compl.;8018535;ETERNIWOOD CARAMELO AC 60x120;FP;M2;PORC GL;8017826;FP;[];Nao
Eli II - Compl.;8018538;ETERNIWOOD CARAMELO RE 60x120;FP;M2;PORC GL;8018380;FP;[];Nao
Eli II - Compl.;8018534;ETERNIWOOD PATINA AC 60x120;FP;M2;PORC GL;8017825;FP;[];Nao
Eli II - Compl.;8020537;ETRUSCAN AC 60X120;FP;M2;PORC GL;8020902;FP;[];Nao
Eli II - Compl.;8022134;EXTEND 60X120;FP;M2;PORC GL;8022132;FP;[];Nao
Eli II - Compl.;8021839;FABRIC NUDE AC 60X120;FP;M2;PORC GL;8021821;FP;[];Nao
Eli II - Compl.;8023525;GRAFITA RE 60X120;FP;M2;PORC GL;8023526;FP;[];Nao
Eli II - Compl.;8018556;HOM 11 AC 60X120;FP;M2;PORC GL;8018489;FP;[];Nao
Eli II - Compl.;8018557;HOM 11 RE 60X120;FP;M2;PORC GL;8018490;FP;[];Nao
Eli II - Compl.;8018500;HOME AC 60X120;FP;M2;PORC GL;8018489;FP;['8027707', '8028382', '8028399', '8032603', '8033247', '8033402', '8034048', '8034078', '8034770', '8034812', '8039938', '8041231', '8041448', '8045651', '8045785', '8055995', '8056058', '8066176'];Nao
Eli II - Compl.;8028647;HOME AC 60X120 DARK;FP;M2;PORC GL;8028646;FP;[];Nao
Eli II - Compl.;8018501;HOME EXT 60X120;FP;M2;PORC GL;8018490;FP;[];Nao
Eli II - Compl.;8029821;HOME PO 60X120;FP;M2;PORC GL;8029820;FP;[];Nao
Eli II - Compl.;8026640;HUNTER 60X120;FP;M2;PORC GL;8025554;FP;[];Nao
Eli II - Compl.;8026492;IRON EXT 60X120;FP;M2;PORC GL;8026484;FP;['8028384', '8028737', '8030789', '8031944', '8033245', '8033249', '8033400', '8033404', '8034044', '8034768', '8034772', '8039942', '8041234', '8045653', '8045786', '8055997', '8056059'];Nao
Eli II - Compl.;8028995;IRON LP 60X120;FP;M2;PORC GL;8028994;FP;[];Nao
Eli II - Compl.;8018518;LANTIC CANELA RE 60X120;FP;M2;PORC GL;8017824;FP;[];Nao
Eli II - Compl.;8018517;LANTIC CARAMELO RE 60X120;FP;M2;PORC GL;8017823;FP;[];Nao
Eli II - Compl.;8020533;LINEA DECOR ALMOND AC 60X120;FP;M2;PORC GL;8020903;FP;[];Nao
Eli II - Compl.;8020534;LINEA DECOR QUARTZO AC 60X120;FP;M2;PORC GL;8020904;FP;[];Nao
Eli II - Compl.;8026499;LOFT AC 60X120;FP;M2;PORC GL;8026497;FP;[];Nao
Eli II - Compl.;8021840;LONDON AC 60X120;FP;M2;PORC GL;8021822;FP;[];Nao
Eli II - Compl.;8018607;LTC 11 CAN RE 60X120;FP;M2;PORC GL;8017824;FP;[];Nao
Eli II - Compl.;8018644;LTC 11 CAR RE 60X120;FP;M2;PORC GL;8017823;FP;[];Nao
Eli II - Compl.;8018606;MAK 31 CONC AC 60X120;FP;M2;PORC GL;8017964;FP;[];Nao
Eli II - Compl.;8018605;MAK 31 CONC RE 60X120;FP;M2;PORC GL;8017964;FP;[];Nao
Eli II - Compl.;8018516;MAKE CONCRETO AC 60X120;FP;M2;PORC GL;8017964;FP;[];Nao
Eli II - Compl.;8018515;MAKE CONCRETO RE 60X120;FP;M2;PORC GL;8017964;FP;[];Nao
Eli II - Compl.;8023919;MATIZ BLACK AC 60X120;FP;M2;PORC GL;8023918;FP;[];Nao
Eli II - Compl.;8026986;MATIZ BLUE AC 60x120;FP;M2;PORC GL;8026983;FP;[];Nao
Eli II - Compl.;8026985;MATIZ BLUE AC 60x120 A;FP;M2;PORC GL;8026982;FP;[];Nao
Eli II - Compl.;8026987;MATIZ BLUE AC 60x120 C;FP;M2;PORC GL;8026984;FP;[];Nao
Eli II - Compl.;8023663;MATIZ DARK GRAY AC 60X120;FP;M2;PORC GL;8023737;FP;[];Nao
Eli II - Compl.;8023662;MATIZ GRAY AC 60X120;FP;M2;PORC GL;8023735;FP;[];Nao
Eli II - Compl.;8028307;MATIZ ORANGE 60x120;FP;M2;PORC GL;8028311;FP;[];Nao
Eli II - Compl.;8024827;"MATIZ RED AC 60X120 ""14""              PR";FP;M2;PORC GL;8024839;FP;[];Nao
Eli II - Compl.;8024828;"MATIZ RED AC 60X120 ""15""              PR";FP;M2;PORC GL;8024840;FP;[];Nao
Eli II - Compl.;8023505;MINERAL GRAFITE 60X120;FP;M2;PORC GL;8023503;FP;[];Nao
Eli II - Compl.;8023506;MINERAL OFF WHITE 60X120;FP;M2;PORC GL;8023504;FP;[];Nao
Eli II - Compl.;8026345;MONT BLANC AC 60X120;FP;M2;PORC GL;8026346;FP;['8028387', '8033254', '8033409', '8034777', '8041238', '8041449', '8045657', '8056009', '8066162'];Nao
Eli II - Compl.;8023661;PANAMA CINZA CLARO AC 60X120;FP;M2;PORC GL;8023733;FP;[];Nao
Eli II - Compl.;8021081;PEROBA 60X120;FP;M2;PORC GL;8020447;FP;[];Nao
Eli II - Compl.;8023373;PIER 60X120;FP;M2;PORC GL;8023376;FP;[];Nao
Eli II - Compl.;8018617;PIET D MAR 31 RE 60X120;FP;M2;PORC GL;8017965;FP;[];Nao
Eli II - Compl.;8018540;PIETRA DI MARE RE 60X120;FP;M2;PORC GL;8017965;FP;[];Nao
Eli II - Compl.;8018532;PIETRA TOSCANA FENDI AC 60X120;FP;M2;PORC GL;8017841;FP;[];Nao
