CodigoOriginal;DescOriginal;SituacaoOriginal;UnOriginal;TipologiaOriginal;PrensadoOriginal;Dimensao;Nome Mae;Acabamento Superficie;Unidade Pai;Polo;Item Fundo;PrensadoFundo;SituacaoFundo;UnidadePaiFundo;PoloFundo;ClonesLista;PrensadoRevisado;Validado;UnidadePaiNorm;DimensaoNorm;AcabamentoNorm
8023575;FORMA DUAL BRANCO AC RS 8,5X45;FP;pc;MONOQUEIMA;Nao;8,5X45;FORMA DUAL BRANCO AC RS;ACETINADO;El.Artistica SC;Mohawk (SC);8022971;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8010220;GRECIA RODAPE 8,5X45;FP;pc;MONOQUEIMA;Nao;8,5X45;GRECIA RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8010038;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8024739;GRIFE GRIS AC RS 8,5X45*;FP;pc;MONOQUEIMA;Nao;8,5X45;GRIFE GRIS AC RS;ACETINADO;El.Artistica SC;Mohawk (SC);8019488;Nao;FP;BA 1;Mohawk (BA);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8010088;HORUS BEIGE RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;HORUS BEIGE RODAPE 45;ACETINADO;El.Artistica SC;Mohawk (SC);322431;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8010089;HORUS WHITE RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;HORUS WHITE RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);322423;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8010013;LOUVRE BEGE RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;LOUVRE BEGE RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);321583;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8010014;LOUVRE GELO RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;LOUVRE GELO RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8020254;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8010090;NIMES BRANCO RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;NIMES BRANCO RODAPE 45;ACETINADO;El.Artistica SC;Mohawk (SC);322393;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8023574;PARATY DUAL FENDI AC RS 8,5x45;FP;pc;MONOQUEIMA;Nao;8,5X45;PARATY DUAL FENDI AC RS;ACETINADO;El.Artistica SC;Mohawk (SC);8023102;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8016428;PETREO BONE BR RODAPE 8,5X45;FP;pc;MONOQUEIMA;Nao;8,5X45;PETREO BONE BR RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8014622;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8016429;PETREO FENDI BR RODAPE 8,5X45;FP;pc;MONOQUEIMA;Nao;8,5X45;PETREO FENDI BR RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8014622;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8010015;PIETRA BIANCO RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;PIETRA BIANCO RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8019423;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8015622;PULPIS BEIGE BR RODAPE 8,5x45;FP;pc;MONOQUEIMA;Nao;8,5X45;PULPIS BEIGE BR RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8014616;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8015610;REFINNE FENDI BR RODAPE 8,5x45;FP;pc;MONOQUEIMA;Nao;8,5X45;REFINNE FENDI BR RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8021442;SIERRA BONE RODAPE 8,5X45;FP;pc;MONOQUEIMA;Nao;8,5X45;SIERRA BONE RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8020859;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8010016;SOFT BEGE AC RODAPE 45;FP;PC;MONOQUEIMA;Nao;8,5X45;SOFT BEGE AC RODAPE 45;ACETINADO;El.Artistica SC;Mohawk (SC);8007682;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8010017;SOFT BRANCO AC RODAPE 45;FP;PC;MONOQUEIMA;Nao;8,5X45;SOFT BRANCO AC RODAPE 45;ACETINADO;El.Artistica SC;Mohawk (SC);8007681;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8015612;STRIATTO BIANCO AC RODAPE 8,5x45;FP;pc;MONOQUEIMA;Nao;8,5X45;STRIATTO BIANCO AC RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8015613;STRIATTO BIANCO BR RODAPE 8,5x45;FP;pc;MONOQUEIMA;Nao;8,5X45;STRIATTO BIANCO BR RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8015614;STRIATTO FENDI AC RODAPE 8,5x45;FP;pc;MONOQUEIMA;Nao;8,5X45;STRIATTO FENDI AC RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8014646;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8015615;STRIATTO FENDI BR RODAPE 8,5x45;FP;pc;MONOQUEIMA;Nao;8,5X45;STRIATTO FENDI BR RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8014356;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8010091;SUMMER CREMA RODAPE 8,5x45;FP;PC;MONOQUEIMA;Nao;8,5X45;SUMMER CREMA RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);324701;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8010092;SUMMER GOLD RODAPE 8,5x45;FP;PC;MONOQUEIMA;Nao;8,5X45;SUMMER GOLD RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);324728;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8010093;SUMMER NOCE RODAPE 8,5x45;FP;PC;MONOQUEIMA;Nao;8,5X45;SUMMER NOCE RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);324710;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8015611;SWEET MILK BR RODAPE 8,5x45;FP;pc;MONOQUEIMA;Nao;8,5X45;SWEET MILK BR RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8014610;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8010018;TOPAZIO BOREAL BR RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;TOPAZIO BOREAL BR RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8019446;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8015621;VENATO BIANCO BR RODAPE 8,5x45;FP;pc;MONOQUEIMA;Nao;8,5X45;VENATO BIANCO BR RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8014615;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8010094;VICTORIA ALPE RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;VICTORIA ALPE RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8019450;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8010095;VICTORIA GELO RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5X45;VICTORIA GELO RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);321575;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8011500;COLORSENSE CARMIM BR RODAPE 8,5X44;FP;pc;PORC GL;Nao;8,5x44;COLORSENSE CARMIM BR RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8006854;Nao;FP;Eli II - Compl.;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X44;BRILHANTE
8011584;COLORSENSE CHOCOLATE BR RODAPE 8,5X44;FP;pc;PORC GL;Nao;8,5x44;COLORSENSE CHOCOLATE BR RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8006004;Nao;FP;Eli II - Compl.;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X44;BRILHANTE
8011585;COLORSENSE PURPURA BR RODAPE 8,5X44;FP;pc;PORC GL;Nao;8,5x44;COLORSENSE PURPURA BR RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8006855;Nao;FP;Eli II - Compl.;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X44;BRILHANTE
8010470;ALAMO BONE RODAPE 41*;FP;pc;MONOQUEIMA;Nao;8,5X41;ALAMO BONE RODAPE 41*;ACETINADO;El.Artistica SC;Mohawk (SC);320013;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X41;ACETINADO
8010096;AMARALINA MARFIM RODAPE 41*;FP;pc;MONOQUEIMA;Nao;8,5X41;AMARALINA MARFIM RODAPE 41*;ACETINADO;El.Artistica SC;Mohawk (SC);320170;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X41;ACETINADO
8010019;DANUBIO ALPE RODAPE 41;FP;PC;MONOQUEIMA;Nao;8,5X41;DANUBIO ALPE RODAPE 41;;El.Artistica SC;Mohawk (SC);8007652;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X41;
8010760;MONTANA BONE RODAPE 41#;FP;PC;MONOQUEIMA;Nao;8,5X41;SIERRA ES BONE RODAPE 41#;ACETINADO;El.Artistica SC;Mohawk (SC);320315;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X41;ACETINADO
8010020;RUSTICE ALMOND RS 41;FP;pc;MONOQUEIMA;Nao;8,5X41;FOSSILE ALMOND RS 41;ACETINADO;El.Artistica SC;Mohawk (SC);8007629;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X41;ACETINADO
8014787;DIAMANTE BRANCO AC RODAPE 32,5;FP;pc;MONOQUEIMA;Nao;8x32,5;DIAMANTE BRANCO AC RODAPE 32,5;ACETINADO;El.Artistica SC;Mohawk (SC);8007405;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8X32.5;ACETINADO
8014788;DIAMANTE BRANCO BR RODAPE 32,5;FP;pc;MONOQUEIMA;Nao;8x32,5;DIAMANTE BRANCO BR RODAPE 32,5;BRILHANTE;El.Artistica SC;Mohawk (SC);8007404;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8X32.5;BRILHANTE
8014211;FORMA BRANCO AC RODAPE 8X32,5;FP;pc;MONOQUEIMA;Nao;8x32,5;FORMA BRANCO AC RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8007987;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8X32.5;ACETINADO
8014789;NATURAL BRANCO AC RODAPE 32,5;FP;pc;MONOQUEIMA;Nao;8x32,5;NATURAL BRANCO AC RODAPE 32,5;ACETINADO;El.Artistica SC;Mohawk (SC);8014118;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8X32.5;ACETINADO
8014790;NATURAL BRANCO BR RODAPE 32,5;FP;pc;MONOQUEIMA;Nao;8x32,5;NATURAL BRANCO BR RODAPE 32,5;BRILHANTE;El.Artistica SC;Mohawk (SC);8014119;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8X32.5;BRILHANTE
989789;VERMONT BEIGE RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5x45;VERMONT BEIGE RODAPE 45;;El.Artistica SC;Mohawk (SC);1840967;Nao;FP;CD SC-I MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;
989797;VERMONT GOLD RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5x45;VERMONT GOLD RODAPE 45;;El.Artistica SC;Mohawk (SC);1840975;Nao;FP;CD SC-I MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;
989800;VERMONT NOCE RODAPE 45;FP;pc;MONOQUEIMA;Nao;8,5x45;VERMONT NOCE RODAPE 45;;El.Artistica SC;Mohawk (SC);1840983;Nao;FP;CD SC-I MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;
8007715;SINAI AL RODAPE 7,5X30;FP;pc;MONOQUEIMA;Nao;7,5X30;SINAI AL RODAPE;;El.Artistica SC;Mohawk (SC);1840851;Nao;FP;CD SC-I MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;7.5X30;
8009808;FORMA BEGE BR RODAPE 8,5X33,5;FP;PC;MONOQUEIMA;Nao;8,5X33,5;FORMA BEGE BR RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8006840;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X33.5;BRILHANTE
8012068;CALIZA CREMA RODAPE 14,5X60;FP;pc;MONOQUEIMA;Nao;14,5X60;CALIZA CREMA RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8011126;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;14.5X60;ACETINADO
8012974;CASTELLON BEIGE RODAPE 14,5X60;FP;pc;MONOQUEIMA;Nao;14,5X60;CASTELLON BEIGE RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8012462;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;14.5X60;ACETINADO
8012069;ETNA BIANCO RODAPE 14,5X60;FP;pc;MONOQUEIMA;Nao;14,5X60;ETNA BIANCO RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8011904;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;14.5X60;ACETINADO
8012070;ETNA CREMA RODAPE 14,5X60;FP;pc;MONOQUEIMA;Nao;14,5X60;ETNA CREMA RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8011905;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;14.5X60;ACETINADO
8012975;MAGNUS BIANCO RODAPE 14,5X60;FP;pc;MONOQUEIMA;Nao;14,5X60;MAXIGRES VENATO BIANCO RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8012463;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;14.5X60;ACETINADO
8012925;MAXIGRES CALIZA CREMA RODAPE 14,5X60;FP;pc;MONOQUEIMA;Nao;14,5X60;MAXIGRES CALIZA CREMA RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8011126;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;14.5X60;ACETINADO
8015572;MAXIGRES DENSE BONE BR RODAPE 14,5x60;FP;pc;MONOQUEIMA;Nao;14,5X60;MAXIGRES DENSE BONE BR RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8014689;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;14.5X60;BRILHANTE
8015573;MAXIGRES DENSE FENDI BR RODAPE 14,5x60;FP;pc;MONOQUEIMA;Nao;14,5X60;MAXIGRES DENSE FENDI BR RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8020459;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;14.5X60;ACETINADO
8015618;MAXIGRES ECOCEMENT GRAY AC RODAPE 14,5x6;FP;pc;MONOQUEIMA;Nao;14,5X60;MAXIGRES ECOCEMENT GRAY AC RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8018398;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;14.5X60;ACETINADO
8015619;MAXIGRES ECOCEMENT OFF-WHITE AC RODAPE 1;FP;pc;MONOQUEIMA;Nao;14,5X60;MAXIGRES ECOCEMENT OFF-WHITE AC RODAPE 1;ACETINADO;El.Artistica SC;Mohawk (SC);8014372;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;14.5X60;ACETINADO
8020473;MAXIGRES ECOCEMENT SAND AC RODAPE 14,5x6;FP;pc;MONOQUEIMA;Nao;14,5X60;MAXIGRES ECOCEMENT SAND AC RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8018400;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;14.5X60;ACETINADO
8012926;MAXIGRES ETNA BIANCO RODAPE 14,5X60;FP;pc;MONOQUEIMA;Nao;14,5X60;MAXIGRES ETNA BIANCO RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8011904;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;14.5X60;ACETINADO
8012927;MAXIGRES ETNA CREMA RODAPE 14,5X60;FP;pc;MONOQUEIMA;Nao;14,5X60;MAXIGRES ETNA CREMA RODAPE;RESISTENTE AO ESCORREGAMENTO;El.Artistica SC;Mohawk (SC);8020464;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;14.5X60;RESISTENTEAOESCORREGAMENTO
8012928;MAXIGRES PULPIS BEIGE RODAPE 14,5X60;FP;pc;MONOQUEIMA;Nao;14,5X60;MAXIGRES PULPIS BEIGE RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8020465;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;14.5X60;ACETINADO
8012929;MAXIGRES SIBERIA BIANCO RODAPE 14,5X60;FP;pc;MONOQUEIMA;Nao;14,5X60;MAXIGRES SIBERIA BIANCO RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8012205;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;14.5X60;ACETINADO
8015570;MAXIGRES TECNOQUARTZ NATURAL RE RODAPE;FP;pc;MONOQUEIMA;Nao;14,5X60;MAXIGRES TECNOQUARTZ NATURAL RE RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8014792;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;14.5X60;ACETINADO
8015571;MAXIGRES TECNOQUARTZ OCRE RE RODAPE 14,5;FP;pc;MONOQUEIMA;Nao;14,5X60;MAXIGRES TECNOQUARTZ OCRE RE RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8014793;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;14.5X60;ACETINADO
8019267;MAXIGRES TIVOLI BIANCO RODAPE AC 14,5x60;FP;pc;MONOQUEIMA;Nao;14,5X60;MAXIGRES TIVOLI BIANCO RODAPE AC;ACETINADO;El.Artistica SC;Mohawk (SC);8019079;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;14.5X60;ACETINADO
8019268;MAXIGRES TIVOLI CREMA RODAPE AC 14,5x60;FP;pc;MONOQUEIMA;Nao;14,5X60;MAXIGRES TIVOLI CREMA RODAPE AC;ACETINADO;El.Artistica SC;Mohawk (SC);8019080;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;14.5X60;ACETINADO
8012930;MAXIGRES VENATO BIANCO RODAPE 14,5X60;FP;pc;MONOQUEIMA;Nao;14,5X60;MAXIGRES VENATO BIANCO RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8011123;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;14.5X60;ACETINADO
8012976;PLANET BIANCO RODAPE 14,5X60;FP;pc;MONOQUEIMA;Nao;14,5X60;MAXIGRES ETNA BIANCO RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8012464;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;14.5X60;ACETINADO
8012977;PLANET CREMA RODAPE 14,5X60;FP;pc;MONOQUEIMA;Nao;14,5X60;PLANET CREMA RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8012465;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;14.5X60;ACETINADO
8012071;PULPIS BEIGE RODAPE 14,5X60;FP;pc;MONOQUEIMA;Nao;14,5X60;PULPIS BEIGE RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8012204;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;14.5X60;ACETINADO
8012072;SIBERIA BIANCO RODAPE 14,5X60;FP;pc;MONOQUEIMA;Nao;14,5X60;SIBERIA BIANCO RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8012205;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;14.5X60;ACETINADO
8012073;VENATO BIANCO RODAPE 14,5X60;FP;pc;MONOQUEIMA;Nao;14,5X60;VENATO BIANCO RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8011123;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;14.5X60;ACETINADO
8013399;COLORSENSE CARMIM BR RODAPE 8,5x44;FP;pc;MONOPOROSA;Nao;8,5x44;COLORSENSE CARMIM BR RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8006854;Nao;FP;Eli II - Compl.;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X44;BRILHANTE
8013398;COLORSENSE CHOCOLATE BR RODAPE 8,5X44;FP;pc;MONOPOROSA;Nao;8,5x44;COLORSENSE CHOCOLATE BR RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8006856;Nao;FP;Eli II - Compl.;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X44;BRILHANTE
8013400;COLORSENSE PURPURA BR RODAPE 8,5x44;FP;pc;MONOPOROSA;Nao;8,5x44;COLORSENSE PURPURA BR RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8006003;Nao;FP;Eli II - Compl.;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X44;BRILHANTE
8022090;DIAMANTE BRANCO AC RODAPE 8,5X44;FP;pc;MONOPOROSA;Nao;8,5x44;DIAMANTE BRANCO AC RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8006858;Nao;FP;Eli II - Compl.;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X44;ACETINADO
8016447;ABSOLUTO GELO AC RODAPE 8,5X45;FP;pc;MONOQUEIMA;Nao;8,5X45;ABSOLUTO GELO AC RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8016197;Nao;FP;CD SC-IV MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8016448;LUX GELO BR RODAPE 8,5X45;FP;pc;MONOQUEIMA;Nao;8,5X45;LUX GELO BR RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8016193;Nao;FP;CD SC-IV MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8016449;MONTREAL MARFIM AC RODAPE 8,5X45;FP;pc;MONOQUEIMA;Nao;8,5X45;MONTREAL MARFIM AC RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8016195;Nao;FP;CD SC-IV MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8016450;MONTREAL MARFIM BR RODAPE 8,5X45;FP;pc;MONOQUEIMA;Nao;8,5X45;MONTREAL MARFIM BR RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8016194;Nao;FP;CD SC-IV MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8016451;PIXEL CINZA RE RODAPE 8,5X45;FP;pc;MONOQUEIMA;Nao;8,5X45;PIXEL CINZA RE RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8016439;Nao;FP;CD SC-IV MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8016452;PIXEL MARFIM RE RODAPE 8,5X45;FP;pc;MONOQUEIMA;Nao;8,5X45;PIXEL MARFIM RE RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8016441;Nao;FP;CD SC-IV MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;ACETINADO
8016453;SAIBRO MARFIM BR RODAPE 8,5X45;FP;pc;MONOQUEIMA;Nao;8,5X45;SAIBRO MARFIM BR RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8016443;Nao;FP;CD SC-IV MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8016454;SCALA BRANCO BR RODAPE 8,5X45;FP;pc;MONOQUEIMA;Nao;8,5X45;SCALA BRANCO BR RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8016445;Nao;FP;CD SC-IV MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8016455;TEXTILE FENDI BR RODAPE 8,5X45;FP;pc;MONOQUEIMA;Nao;8,5X45;TEXTILE FENDI BR RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8016196;Nao;FP;CD SC-IV MI;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X45;BRILHANTE
8017980;FORMA BRANCO AC RODAPE 8,5x44;FP;pc;MONOQUEIMA;Nao;8,5x44;FORMA BRANCO AC RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8005944;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X44;ACETINADO
8017981;FORMA BRANCO BR RODAPE 8,5x44;FP;pc;MONOQUEIMA;Nao;8,5x44;FORMA BRANCO BR RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8020146;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X44;BRILHANTE
8017982;REFINNE FENDI BR RODAPE 8,5x44;FP;pc;MONOQUEIMA;Nao;8,5x44;REFINNE FENDI BR RODAPE;BRILHANTE;El.Artistica SC;Mohawk (SC);8015204;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X44;BRILHANTE
8017983;STRIATTO BIANCO AC RODAPE 8,5x44;FP;pc;MONOQUEIMA;Nao;8,5x44;STRIATTO BIANCO AC RODAPE;ACETINADO;El.Artistica SC;Mohawk (SC);8015202;Nao;FP;SC 3;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;8.5X44;ACETINADO
