CodigoOriginal;DescOriginal;SituacaoOriginal;UnOriginal;TipologiaOriginal;PrensadoOriginal;Dimensao;Nome Mae;Acabamento Superficie;Unidade Pai;Polo;Item Fundo;PrensadoFundo;SituacaoFundo;UnidadePaiFundo;PoloFundo;ClonesLista;PrensadoRevisado;Validado;UnidadePaiNorm;DimensaoNorm;AcabamentoNorm
1405004;SELAFACIL MS BEGE SACHE 600ml-CX 20UN;FP;cx;OUTRA;Nao;ADITIVO;SELAFACIL MS BEGE SACHE 600ml-CX 20UN;;ARGAMAS. MATRIZ;ARGAMASSA (SP);;;;;;[];Nao;True;ARGAMAS.MATRIZ;ADITIVO;
1405012;SELAFACIL MS BRANCO SACHE 600ml-CX 20UN;FP;cx;OUTRA;Nao;ADITIVO;SELAFACIL MS BRANCO SACHE 600ml-CX 20UN;;ARGAMAS. MATRIZ;ARGAMASSA (SP);;;;;;[];Nao;True;ARGAMAS.MATRIZ;ADITIVO;
1405020;SELAFACIL MS CAFE SACHE 600ml-CX 20UN;FP;cx;OUTRA;Nao;ADITIVO;SELAFACIL MS CAFE SACHE 600ml-CX 20UN;;ARGAMAS. MATRIZ;ARGAMASSA (SP);;;;;;[];Nao;True;ARGAMAS.MATRIZ;ADITIVO;
1405039;SELAFACIL MS CINZA SACHE 600ml-CX 20UN;FP;cx;OUTRA;Nao;ADITIVO;SELAFACIL MS CINZA SACHE 600ml-CX 20UN;;ARGAMAS. MATRIZ;ARGAMASSA (SP);;;;;;[];Nao;True;ARGAMAS.MATRIZ;ADITIVO;
1404903;SELAFACIL MS INCOLOR SACHE 600ml-CX 20UN;FP;cx;OUTRA;Nao;ADITIVO;SELAFACIL MS INCOLOR SACHE 600ml-CX 20UN;;ARGAMAS. MATRIZ;ARGAMASSA (SP);;;;;;[];Nao;True;ARGAMAS.MATRIZ;ADITIVO;
1405047;SELAFACIL MS MARFIM SACHE 600ml-CX 20UN;FP;cx;OUTRA;Nao;ADITIVO;SELAFACIL MS MARFIM SACHE 600ml-CX 20UN;;ARGAMAS. MATRIZ;ARGAMASSA (SP);;;;;;[];Nao;True;ARGAMAS.MATRIZ;ADITIVO;
1405055;SELAFACIL MS PESSEGO SACHE 600ml-CX 20UN;FP;cx;OUTRA;Nao;ADITIVO;SELAFACIL MS PESSEGO SACHE 600ml-CX 20UN;;ARGAMAS. MATRIZ;ARGAMASSA (SP);;;;;;[];Nao;True;ARGAMAS.MATRIZ;ADITIVO;
1405063;SELAFACIL MS PRETO SACHE 600ml-CX 20UN;FP;cx;OUTRA;Nao;ADITIVO;SELAFACIL MS PRETO SACHE 600ml-CX 20UN;;ARGAMAS. MATRIZ;ARGAMASSA (SP);;;;;;[];Nao;True;ARGAMAS.MATRIZ;ADITIVO;
1405071;SELAFACIL MS SALMON SACHE 600ml-CX 20UN;FP;cx;OUTRA;Nao;ADITIVO;SELAFACIL MS SALMON SACHE 600ml-CX 20UN;;ARGAMAS. MATRIZ;ARGAMASSA (SP);;;;;;[];Nao;True;ARGAMAS.MATRIZ;ADITIVO;
1405080;SELAFACIL MS VERDE SACHE 600ml-CX 20UN;FP;cx;OUTRA;Nao;ADITIVO;SELAFACIL MS VERDE SACHE 600ml-CX 20UN;;ARGAMAS. MATRIZ;ARGAMASSA (SP);;;;;;[];Nao;True;ARGAMAS.MATRIZ;ADITIVO;
1404261;SELAFACIL PESSEGO SACHE 600ml-CX 20UN;FP;cx;OUTRA;Nao;ADITIVO;SELAFACIL PESSEGO SACHE 600ml-CX 20UN;;ARGAMAS. MATRIZ;ARGAMASSA (SP);;;;;;[];Nao;True;ARGAMAS.MATRIZ;ADITIVO;
1404270;SELAFACIL PRETO SACHE 600ml-CX 20UN;FP;cx;OUTRA;Nao;ADITIVO;SELAFACIL PRETO SACHE 600ml-CX 20UN;;ARGAMAS. MATRIZ;ARGAMASSA (SP);;;;;;[];Nao;True;ARGAMAS.MATRIZ;ADITIVO;
1404288;SELAFACIL SALMON SACHE 600ml-CX 20UN;FP;cx;OUTRA;Nao;ADITIVO;SELAFACIL SALMON SACHE 600ml-CX 20UN;;ARGAMAS. MATRIZ;ARGAMASSA (SP);;;;;;[];Nao;True;ARGAMAS.MATRIZ;ADITIVO;
1404296;SELAFACIL VERDE SACHE 600ml-CX 20UN;FP;cx;OUTRA;Nao;ADITIVO;SELAFACIL VERDE SACHE 600ml-CX 20UN;;ARGAMAS. MATRIZ;ARGAMASSA (SP);;;;;;[];Nao;True;ARGAMAS.MATRIZ;ADITIVO;
169129;xEXPOSITOR VILLA RUSTICA P/ MI;FP;pc;OUTRA;Nao;EXPOSITOR;xEXPOSITOR VILLA RUSTICA P/ MI;;SC 1;Mohawk (SC);;;;;;[];Nao;True;SC1;EXPOSITOR;
169323;PAINEL DE PRODUTO CERAMICO 1,20x0,80;FP;pc;OUTRA;Nao;0,80x1,20;PAINEL DE PRODUTO CERAMICO 1,20x0,80;;SC 1;Mohawk (SC);;;;;;[];Nao;True;SC1;0.80X1.20;
169404;XXXXXEXP. PAINEL C/ PROD. COLADO 1,20x0,;FP;pc;OUTRA;Nao;0,80x1,20;XXXXXEXP. PAINEL C/ PROD. COLADO 1,20x0,;;SC 1;Mohawk (SC);;;;;;[];Nao;True;SC1;0.80X1.20;
8008349;PROJETO CANDIDO PORTINARI 7,8x15M;FP;PC;PORC GL;Nao;7,5X15,5;PROJETO CANDIDO PORTINARI;BRILHANTE;El.Artistica SC;Mohawk (SC);8007635;Nao;FP;SC 2;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;7.5X15.5;BRILHANTE
975168;FUNDO NEO CALIFORNIA T-10 TAUPE;FP;pc;PORC GL;Nao;30X30;FUNDO NEO CALIFORNIA T-10 TAUPE;;El.Artistica SC;Mohawk (SC);;;;;;[];Nao;True;EL.ARTISTICASC;30X30;
934933;DESTAQUE EM VENDAS FEV/96;FP;m2;MONOPOROSA;Nao;15x20;DESTAQUE EM VENDAS FEV/96;;El.Artistica SC;Mohawk (SC);155330;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;15X20;
934941;DESTAQUE EM VENDAS JAN/96;FP;m2;MONOPOROSA;Nao;11X11;DESTAQUE EM VENDAS JAN/96;;El.Artistica SC;Mohawk (SC);135321;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;11X11;
1520032;MOSAICO DG-2700                     P/ME;FP;pc;OUTRA;Nao;10x10;MOSAICO DG-2700                     P/ME;;El.Polliart;Mohawk (SC);;;;;;[];Nao;True;EL.POLLIART;10X10;
1401599;EMBALAGEM PAPELAO JUNTA PLUS FINA  = 4KG;FP;um;Sem Tipologia;Nao;;EMBALAGEM PAPELAO JUNTA PLUS FINA  = 4KG;;ARGAMAS. MATRIZ;ARGAMASSA (SP);;;;;;[];Nao;True;ARGAMAS.MATRIZ;;
1401602;EMBALAGEM PAPELAO JUNTA PLUS LARGA = 5KG;FP;um;Sem Tipologia;Nao;;EMBALAGEM PAPELAO JUNTA PLUS LARGA = 5KG;;ARGAMAS. MATRIZ;ARGAMASSA (SP);;;;;;[];Nao;True;ARGAMAS.MATRIZ;;
8014112;RET 13 BR 10X10 CM;FP;m2;MONOQUEIMA;Nao;10x10;RETRO BRANCO;BRILHANTE;SC 1;Mohawk (SC);;;;;;[];Nao;True;SC1;10X10;BRILHANTE
8014068;RETRO BRANCO 10X10*;FP;m2;MONOQUEIMA;Nao;10x10;RETRO BRANCO;BRILHANTE;SC 1;Mohawk (SC);;;;;;[];Nao;True;SC1;10X10;BRILHANTE
8013734;ANJO DA GUARDA 10X10*;FP;pc;MONOQUEIMA;Nao;10x10;ANJO DA GUARDA;BRILHANTE;El.Artistica SC;Mohawk (SC);8013022;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;10X10;BRILHANTE
8013750;ANJO GABRIEL BASILICA 10X10;FP;pc;MONOQUEIMA;Nao;10x10;ANJO GABRIEL BASILICA;BRILHANTE;El.Artistica SC;Mohawk (SC);8013022;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;10X10;BRILHANTE
8013749;ANJO MIGUEL BASILICA 10X10;FP;pc;MONOQUEIMA;Nao;10x10;ANJO MIGUEL BASILICA;BRILHANTE;El.Artistica SC;Mohawk (SC);8013022;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;10X10;BRILHANTE
8013751;ANJO RAFAEL BASILICA 10X10;FP;pc;MONOQUEIMA;Nao;10x10;ANJO RAFAEL BASILICA;BRILHANTE;El.Artistica SC;Mohawk (SC);8013022;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;10X10;BRILHANTE
8013743;BOTAO VERMELHO 10X10*;FP;pc;MONOQUEIMA;Nao;10x10;BOTAO VERMELHO;BRILHANTE;El.Artistica SC;Mohawk (SC);8013022;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;10X10;BRILHANTE
8013737;IDEO. AMOR 10X10*;FP;pc;MONOQUEIMA;Nao;10x10;IDEO. AMOR;BRILHANTE;El.Artistica SC;Mohawk (SC);8013022;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;10X10;BRILHANTE
8013738;IDEO. FELICIDADE 10X10*;FP;pc;MONOQUEIMA;Nao;10x10;IDEO. FELICIDADE;BRILHANTE;El.Artistica SC;Mohawk (SC);8013022;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;10X10;BRILHANTE
8013739;IDEO. HARMONIA 10X10*;FP;pc;MONOQUEIMA;Nao;10x10;IDEO. HARMONIA;BRILHANTE;El.Artistica SC;Mohawk (SC);8013022;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;10X10;BRILHANTE
8013740;IDEO. PAZ 10X10*;FP;pc;MONOQUEIMA;Nao;10x10;IDEO. PAZ;BRILHANTE;El.Artistica SC;Mohawk (SC);8013022;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;10X10;BRILHANTE
8013741;IDEO. PROSPERIDADE 10X10*;FP;pc;MONOQUEIMA;Nao;10x10;IDEO. PROSPERIDADE;BRILHANTE;El.Artistica SC;Mohawk (SC);8013022;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;10X10;BRILHANTE
8013742;IDEO. VIDA 10X10*;FP;pc;MONOQUEIMA;Nao;10x10;IDEO. VIDA;BRILHANTE;El.Artistica SC;Mohawk (SC);8013022;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;10X10;BRILHANTE
8013736;N.SRA DAS GRACAS 10x10*;FP;pc;MONOQUEIMA;Nao;10x10;N.SRA DAS GRACAS;BRILHANTE;El.Artistica SC;Mohawk (SC);8013022;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;10X10;BRILHANTE
8013722;RETRO BLOSSOM 10X10 CM**;FP;pc;MONOQUEIMA;Nao;10x10;RETRO BLOSSOM;BRILHANTE;El.Artistica SC;Mohawk (SC);8013022;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;10X10;BRILHANTE
8013723;RETRO FLASH BLACK 10X10 CM**;FP;pc;MONOQUEIMA;Nao;10x10;RETRO FLASH BLACK;BRILHANTE;El.Artistica SC;Mohawk (SC);8013022;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;10X10;BRILHANTE
8013724;RETRO FLASH DOURADO 10X10 CM**;FP;pc;MONOQUEIMA;Nao;10x10;RETRO FLASH DOURADO;BRILHANTE;El.Artistica SC;Mohawk (SC);8013022;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;10X10;BRILHANTE
8013725;RETRO FLASH ROUGE 10X10 CM**;FP;pc;MONOQUEIMA;Nao;10x10;RETRO FLASH ROUGE;BRILHANTE;El.Artistica SC;Mohawk (SC);8013022;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;10X10;BRILHANTE
8013726;RETRO FRACTAL 10X10 CM**;FP;pc;MONOQUEIMA;Nao;10x10;RETRO FRACTAL;BRILHANTE;El.Artistica SC;Mohawk (SC);8013022;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;10X10;BRILHANTE
8013727;RETRO GLOW BLACK 10X10 CM**;FP;pc;MONOQUEIMA;Nao;10x10;RETRO GLOW BLACK;BRILHANTE;El.Artistica SC;Mohawk (SC);8013022;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;10X10;BRILHANTE
8013728;RETRO GLOW DOURADO 10X10 CM**;FP;pc;MONOQUEIMA;Nao;10x10;RETRO GLOW DOURADO;BRILHANTE;El.Artistica SC;Mohawk (SC);8013022;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;10X10;BRILHANTE
8013729;RETRO GLOW ROUGE 10X10 CM**;FP;pc;MONOQUEIMA;Nao;10x10;RETRO GLOW ROUGE;BRILHANTE;El.Artistica SC;Mohawk (SC);8013022;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;10X10;BRILHANTE
8013730;RETRO HIPPIE 10X10 CM**;FP;pc;MONOQUEIMA;Nao;10x10;RETRO HIPPIE;BRILHANTE;El.Artistica SC;Mohawk (SC);8013022;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;10X10;BRILHANTE
8013731;RETRO NEO DECO 10X10 CM**;FP;pc;MONOQUEIMA;Nao;10x10;RETRO NEO DECO;BRILHANTE;El.Artistica SC;Mohawk (SC);8013022;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;10X10;BRILHANTE
8013732;RETRO NEON BLACK 10X10 CM**;FP;pc;MONOQUEIMA;Nao;10x10;RETRO NEON BLACK;BRILHANTE;El.Artistica SC;Mohawk (SC);8013022;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;10X10;BRILHANTE
8013733;RETRO NEON DOURADO 10X10 CM**;FP;pc;MONOQUEIMA;Nao;10x10;RETRO NEON DOURADO;BRILHANTE;El.Artistica SC;Mohawk (SC);8013022;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;10X10;BRILHANTE
8013744;RETRO NEON ROUGE 10X10 CM**;FP;pc;MONOQUEIMA;Nao;10x10;RETRO NEON ROUGE;BRILHANTE;El.Artistica SC;Mohawk (SC);8013022;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;10X10;BRILHANTE
8013735;JESUS MISERICORDIOSO 10X10*;FP;pc;MONOQUEIMA;Nao;10x10;JESUS MISERICORDIOSO;BRILHANTE;El.Artistica SC;Mohawk (SC);8013022;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;10X10;BRILHANTE
1402960;COD. SELAFACIL AREIA 310 ML;FP;um;OUTRA;Nao;ADITIVO;COD. SELAFACIL AREIA 310 ML;;ARGAMAS. MATRIZ;ARGAMASSA (SP);;;;;;[];Nao;True;ARGAMAS.MATRIZ;ADITIVO;
1403028;COD. SELAFACIL BEGE 310 ML;FP;um;OUTRA;Nao;ADITIVO;COD. SELAFACIL BEGE 310 ML;;ARGAMAS. MATRIZ;ARGAMASSA (SP);;;;;;[];Nao;True;ARGAMAS.MATRIZ;ADITIVO;
1402978;COD. SELAFACIL BRANCO 310 ML;FP;um;OUTRA;Nao;ADITIVO;COD. SELAFACIL BRANCO 310 ML;;ARGAMAS. MATRIZ;ARGAMASSA (SP);;;;;;[];Nao;True;ARGAMAS.MATRIZ;ADITIVO;
1403001;COD. SELAFACIL CAFE 310 ML;FP;um;OUTRA;Nao;ADITIVO;COD. SELAFACIL CAFE 310 ML;;ARGAMAS. MATRIZ;ARGAMASSA (SP);;;;;;[];Nao;True;ARGAMAS.MATRIZ;ADITIVO;
1402986;COD. SELAFACIL CINZA 310 ML;FP;um;OUTRA;Nao;ADITIVO;COD. SELAFACIL CINZA 310 ML;;ARGAMAS. MATRIZ;ARGAMASSA (SP);;;;;;[];Nao;True;ARGAMAS.MATRIZ;ADITIVO;
1404881;COD. SELAFACIL MS INCOLOR 310 ML;FP;um;OUTRA;Nao;ADITIVO;COD. SELAFACIL MS INCOLOR 310 ML;;ARGAMAS. MATRIZ;ARGAMASSA (SP);;;;;;[];Nao;True;ARGAMAS.MATRIZ;ADITIVO;
1403010;COD. SELAFACIL PESSEGO 310 ML;FP;um;OUTRA;Nao;ADITIVO;COD. SELAFACIL PESSEGO 310 ML;;ARGAMAS. MATRIZ;ARGAMASSA (SP);;;;;;[];Nao;True;ARGAMAS.MATRIZ;ADITIVO;
1402994;COD. SELAFACIL PRETO 310 ML;FP;um;OUTRA;Nao;ADITIVO;COD. SELAFACIL PRETO 310 ML;;ARGAMAS. MATRIZ;ARGAMASSA (SP);;;;;;[];Nao;True;ARGAMAS.MATRIZ;ADITIVO;
1403036;COD. SELAFACIL SALMON 310 ML;FP;um;OUTRA;Nao;ADITIVO;COD. SELAFACIL SALMON 310 ML;;ARGAMAS. MATRIZ;ARGAMASSA (SP);;;;;;[];Nao;True;ARGAMAS.MATRIZ;ADITIVO;
1403044;COD. SELAFACIL VERDE 310 ML;FP;um;OUTRA;Nao;ADITIVO;COD. SELAFACIL VERDE 310 ML;;ARGAMAS. MATRIZ;ARGAMASSA (SP);;;;;;[];Nao;True;ARGAMAS.MATRIZ;ADITIVO;
8022346;PAINEL FERNANDES;FP;m2;MONOPOROSA;Nao;20x20;PAINEL FERNANDES;BRILHANTE;El.Artistica SC;Mohawk (SC);192104;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;20X20;BRILHANTE
8028996;PECA SESC 2015 20X20;FP;m2;MONOPOROSA;Nao;20x20;PECA SESC 2015;BRILHANTE;El.Artistica SC;Mohawk (SC);186023;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;EL.ARTISTICASC;20X20;BRILHANTE
8052177;FUNDO BRANCO MONET AGAVE AC 20X20 21pçs;PL;pc;MONOPOROSA;Nao;20x20;FUNDO BRANCO MONET AGAVE AC;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8052198;FUNDO BRANCO MONET CORAL AC 20X20 21pçs;PL;pc;MONOPOROSA;Nao;20x20;FUNDO BRANCO MONET CORAL AC;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8052219;FUNDO BRANCO MONET MARINE AC 20X20 21pçs;PL;pc;MONOPOROSA;Nao;20x20;FUNDO BRANCO MONET MARINE AC;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8051791;FUNDO PAINEL MONET AGAVE AC 20X20 1;FP;pc;MONOPOROSA;Nao;20x20;FUNDO PAINEL MONET AGAVE AC 1;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8051797;FUNDO PAINEL MONET AGAVE AC 20X20 10;PL;pc;MONOPOROSA;Nao;20x20;FUNDO PAINEL MONET AGAVE AC 10;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8051798;FUNDO PAINEL MONET AGAVE AC 20X20 11;PL;pc;MONOPOROSA;Nao;20x20;FUNDO PAINEL MONET AGAVE AC 11;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8051799;FUNDO PAINEL MONET AGAVE AC 20X20 13;PL;pc;MONOPOROSA;Nao;20x20;FUNDO PAINEL MONET AGAVE AC 13;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8051800;FUNDO PAINEL MONET AGAVE AC 20X20 14;PL;pc;MONOPOROSA;Nao;20x20;FUNDO PAINEL MONET AGAVE AC 14;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8051801;FUNDO PAINEL MONET AGAVE AC 20X20 15;PL;pc;MONOPOROSA;Nao;20x20;FUNDO PAINEL MONET AGAVE AC 15;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8051802;FUNDO PAINEL MONET AGAVE AC 20X20 19;PL;pc;MONOPOROSA;Nao;20x20;FUNDO PAINEL MONET AGAVE AC 19;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8051792;FUNDO PAINEL MONET AGAVE AC 20X20 2;PL;pc;MONOPOROSA;Nao;20x20;FUNDO PAINEL MONET AGAVE AC 2;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8051803;FUNDO PAINEL MONET AGAVE AC 20X20 20;PL;pc;MONOPOROSA;Nao;20x20;FUNDO PAINEL MONET AGAVE AC 20;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8051804;FUNDO PAINEL MONET AGAVE AC 20X20 21;PL;pc;MONOPOROSA;Nao;20x20;FUNDO PAINEL MONET AGAVE AC 21;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8051805;FUNDO PAINEL MONET AGAVE AC 20X20 25;PL;pc;MONOPOROSA;Nao;20x20;FUNDO PAINEL MONET AGAVE AC 25;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8051806;FUNDO PAINEL MONET AGAVE AC 20X20 26;PL;pc;MONOPOROSA;Nao;20x20;FUNDO PAINEL MONET AGAVE AC 26;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8051807;FUNDO PAINEL MONET AGAVE AC 20X20 27;PL;pc;MONOPOROSA;Nao;20x20;FUNDO PAINEL MONET AGAVE AC 27;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8051808;FUNDO PAINEL MONET AGAVE AC 20X20 28;PL;pc;MONOPOROSA;Nao;20x20;FUNDO PAINEL MONET AGAVE AC 28;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8051793;FUNDO PAINEL MONET AGAVE AC 20X20 3;PL;pc;MONOPOROSA;Nao;20x20;FUNDO PAINEL MONET AGAVE AC 3;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8051809;FUNDO PAINEL MONET AGAVE AC 20X20 31;PL;pc;MONOPOROSA;Nao;20x20;FUNDO PAINEL MONET AGAVE AC 31;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8051810;FUNDO PAINEL MONET AGAVE AC 20X20 32;PL;pc;MONOPOROSA;Nao;20x20;FUNDO PAINEL MONET AGAVE AC 32;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8051911;FUNDO PAINEL MONET AGAVE AC 20X20 33;PL;pc;MONOPOROSA;Nao;20x20;FUNDO PAINEL MONET AGAVE AC 33;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8051912;FUNDO PAINEL MONET AGAVE AC 20X20 37;PL;pc;MONOPOROSA;Nao;20x20;FUNDO PAINEL MONET AGAVE AC 37;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8051913;FUNDO PAINEL MONET AGAVE AC 20X20 38;PL;pc;MONOPOROSA;Nao;20x20;FUNDO PAINEL MONET AGAVE AC 38;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8051914;FUNDO PAINEL MONET AGAVE AC 20X20 39;PL;pc;MONOPOROSA;Nao;20x20;FUNDO PAINEL MONET AGAVE AC 39;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8051915;FUNDO PAINEL MONET AGAVE AC 20X20 40;PL;pc;MONOPOROSA;Nao;20x20;FUNDO PAINEL MONET AGAVE AC 40;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8051916;FUNDO PAINEL MONET AGAVE AC 20X20 41;PL;pc;MONOPOROSA;Nao;20x20;FUNDO PAINEL MONET AGAVE AC 41;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8051917;FUNDO PAINEL MONET AGAVE AC 20X20 44;PL;pc;MONOPOROSA;Nao;20x20;FUNDO PAINEL MONET AGAVE AC 44;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8051918;FUNDO PAINEL MONET AGAVE AC 20X20 45;PL;pc;MONOPOROSA;Nao;20x20;FUNDO PAINEL MONET AGAVE AC 45;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8051919;FUNDO PAINEL MONET AGAVE AC 20X20 46;PL;pc;MONOPOROSA;Nao;20x20;FUNDO PAINEL MONET AGAVE AC 46;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8051920;FUNDO PAINEL MONET AGAVE AC 20X20 48;PL;pc;MONOPOROSA;Nao;20x20;FUNDO PAINEL MONET AGAVE AC 48;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
8051921;FUNDO PAINEL MONET AGAVE AC 20X20 49;PL;pc;MONOPOROSA;Nao;20x20;FUNDO PAINEL MONET AGAVE AC 49;ACETINADO;Art. I - SC;Mohawk (SC);8046681;Nao;FP;SC 1;Mohawk (SC);[];Nao;True;ART.I-SC;20X20;ACETINADO
